index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
5215,shalom village nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,70,macklin street n,L8S3S1,hamilton,on,,Hamilton,3525005.0,35,43.26411849,-79.89518251
5216,sharbot lake fht,family health team - contract,Ambulatory health care services,Province of Ontario,,1005,medical centre road,K0H2P0,sharbot lake,on,,Central Frontenac,3510035.0,35,44.7679382,-76.69071421
5217,sharbot lake retirement ltd.,retirement home,Nursing and residential care facilities,Province of Ontario,,14244,road 38,K0H2P0,maberly,on,,Central Frontenac,3510035.0,35,44.7728289,-76.68572321
5218,shawanaga first nation,community support service,Ambulatory health care services,Province of Ontario,,2,village road,P0G1G0,nobel,on,,Shawanaga 17,3549072.0,35,45.5138039,-80.27356529999999
5219,sheguiandah first nation (css),community support service,Ambulatory health care services,Province of Ontario,,142,ogemah miikan,P0P1W0,sheguiandah,on,,Sheguiandah 24,3551042.0,35,45.882267999999996,-81.906589
5220,shelburne long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,robert street,L9V3S1,shelburne,on,,Shelburne,3522021.0,35,44.08301872,-80.20421248
5221,shelburne retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,200,robert street,L9V3S1,shelburne,on,,Shelburne,3522021.0,35,44.08301872,-80.20421248
5222,shepherd lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,3760,sheppard avenue e,M1T3K9,toronto,on,,Toronto,3520005.0,35,43.78271331,-79.29413397
5223,shepherd terrace retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3758,sheppard avenue e,M1T3K9,toronto,on,,Toronto,3520005.0,35,43.78183521,-79.29511607
5224,shepherds of good hope,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,145,castlefrank road,K2L3X9,ottawa,on,,Ottawa,3506008.0,35,45.29155252,-75.88038939
5225,sherbourne family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,333,sherbourne street,M5A2S5,toronto,on,,Toronto,3520005.0,35,43.66230769,-79.37202078
5226,sherbourne health centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,333,sherbourne street,M5A2S5,toronto,on,,Toronto,3520005.0,35,43.66230769,-79.37202078
5227,sherbourne place,long-term care home,Nursing and residential care facilities,Province of Ontario,,345,sherbourne street,M5A2S3,toronto,on,,Toronto,3520005.0,35,43.66267759,-79.37266528
5228,sheridan lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,6,sheridan street,N3T2P6,brantford,on,,Brantford,3529006.0,35,43.14405575,-80.26632602
5229,sheridan villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,2460,truscott drive,L5J3Z8,mississauga,on,,Mississauga,3521005.0,35,43.51060205,-79.64829886
5230,sherwood court long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,300,ravineview drive,L6A3P8,vaughan,on,,Vaughan,3519028.0,35,43.88950162,-79.51877245
5231,sherwood forest (trinity) housing corporation,community support service,Ambulatory health care services,Province of Ontario,,570,gainsborough road,N6G4X2,london,on,,London,3539036.0,35,43.00530568,-81.30809613
5232,sherwood park manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,1814,county road 2 e,K6V5T1,brockville,on,,Elizabethtown-Kitley,3507014.0,35,44.605140000000006,-75.662296
5233,sheshegwaning first nation (css),community support service,Ambulatory health care services,Province of Ontario,,,sheshegwaning road,P0P1X0,sheshegwaning,on,,Sheshegwaning 20,3551044.0,35,45.92231709,-82.84982812
5234,shkagamik-kwe health centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,161,applegrove street,P3C1N2,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.49171358,-81.00200379
5235,shorthills villa retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,1532,pelham street,L0S1E3,pelham,on,,Pelham,3526028.0,35,43.04660368,-79.2860776
5236,shouldice hospital ltd.,general,Hospitals,Public Health Agency of Canada,,7750,bayview ave,L3T4A3,thornhill,on,7750 bayview ave. thornhill on l3t 4a3,Markham,3519036.0,35,43.8206976,-79.40423840000001
5237,sienna senior living inc. ó altamont care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M1C2P5,scarborough,on,,,,35,,
5238,sienna senior living inc. ó barnswallow place care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N3B2Y9,elmira,on,,,,35,,
5239,sienna senior living inc. ó bloomington cove care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L4A7X3,stouffville,on,,,,35,,
5240,sienna senior living inc. ó bradford valley care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L3Z2A4,bradford,on,,,,35,,
5241,sienna senior living inc. ó camilla care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L5B1M8,mississauga,on,,Mississauga,,35,,
5242,sienna senior living inc. ó case manor care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0M1A0,bobcaygeon,on,,,,35,,
5243,sienna senior living inc. ó cedarvale lodge retirement and care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L4P3T5,keswick,on,,,,35,,
5244,sienna senior living inc. ó cheltenham care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M2R1Y8,toronto,on,,Toronto,,35,,
5245,sienna senior living inc. ó creedan valley care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L0M1G0,creemore,on,,,,35,,
5246,sienna senior living inc. ó deerwood creek care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M9W7H3,etobicoke,on,,,,35,,
5247,sienna senior living inc. ó fieldstone commons care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M1P5G2,scarborough,on,,,,35,,
5248,sienna senior living inc. ó fountain view care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M4A1W7,north york,on,,,,35,,
5249,sienna senior living inc. ó fox ridge care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N3R3V9,brantford,on,,Brantford,,35,,
5250,sienna senior living inc. ó granite ridge care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K2S2C5,stittsville,on,,,,35,,
5251,sienna senior living inc. ó harmony hills care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M4A1W7,toronto,on,,Toronto,,35,,
5252,sienna senior living inc. ó hawthorn woods care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L6P0N5,brampton,on,,Brampton,,35,,
5253,sienna senior living inc. ó langstaff square care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L4B4T8,richmond hill,on,,Richmond Hill,,35,,
5254,sienna senior living inc. ó madonna care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K1C7L3,orlÈans,on,,,,35,,
5255,sienna senior living inc. ó maple grove care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L6R3B5,brampton,on,,Brampton,,35,,
5256,sienna senior living inc. ó midland gardens care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M1N4B2,scarborough,on,,,,35,,
5257,sienna senior living inc. ó muskoka shores care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,P1P1P3,gravenhurst,on,,Gravenhurst,,35,,
5258,sienna senior living inc. ó norfinch care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M3N1X1,north york,on,,,,35,,
5259,sienna senior living inc. ó owen hill care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L4M3H7,barrie,on,,Barrie,,35,,
5260,sienna senior living inc. ó rockcliffe care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M1P2V7,scarborough,on,,,,35,,
5261,sienna senior living inc. ó secord trails care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N5C3P6,ingersoll,on,,Ingersoll,,35,,
5262,sienna senior living inc. ó silverthorn care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L5M7C8,mississauga,on,,Mississauga,,35,,
5263,sienna senior living inc. ó spencer house,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L3V8B3,orillia,on,,Orillia,,35,,
5264,sienna senior living inc. ó st. george care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M5R2M2,toronto,on,,Toronto,,35,,
5265,sienna senior living inc. ó streetsville care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L5M1X9,mississauga,on,,Mississauga,,35,,
5266,sienna senior living inc. ó trillium retirement and care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K7M8S4,kingston,on,,Kingston,,35,,
5267,sienna senior living inc. ó tullamore care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L6W3G3,brampton,on,,Brampton,,35,,
5268,sienna senior living inc. ó waters edge care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,P1A1X5,north bay,on,,North Bay,,35,,
5269,sienna senior living inc. ó weston terrace care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M9N3V4,toronto,on,,Toronto,,35,,
5270,sienna senior living inc. ó woodbridge vista care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L4L9S1,woodbridge,on,,,,35,,
5271,sienna senior living inc. ó woodhall park care community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L6Z4N7,brampton,on,,Brampton,,35,,
5272,silverthorn care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,4350,mississauga road,L5M7C8,mississauga,on,,Mississauga,3521005.0,35,43.56232545,-79.68858187
5273,simcoe heritage retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,182,norfolk street s,N3Y2W4,simcoe,on,,Norfolk County,3528052.0,35,42.833104299999995,-80.30308570000001
5274,simcoe manor home for the aged,long-term care home,Nursing and residential care facilities,Province of Ontario,,5988,8 line,L0G1A0,new tecumseth,on,,New Tecumseth,3543007.0,35,44.08139484,-79.77752875
5275,simcoe muskoka district health unit,aids bureau,Ambulatory health care services,Province of Ontario,,15,sperling drive,L4M6K9,barrie,on,,Barrie,3543042.0,35,44.41076270000001,-79.68643375
5276,simcoe terrace,retirement home,Nursing and residential care facilities,Province of Ontario,,44,donald street,L4N1E3,barrie,on,,Barrie,3543042.0,35,44.3868042,-79.70197505
5277,simcoe village,community support service,Ambulatory health care services,Province of Ontario,,1110,highway 26,L0L1X0,midhurst,on,,Springwater,3543009.0,35,44.44491511,-79.74484567
5278,sinai health system,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,600,university avenue,M5G1X5,toronto,on,,Toronto,3520005.0,35,43.65753069,-79.38999619
5279,sinai health system (css),community support service,Ambulatory health care services,Province of Ontario,,600,university avenue,M5G1X5,toronto,on,,Toronto,3520005.0,35,43.65753069,-79.38999619
5280,sinai health system - bridgepoint,hospital - site,Hospitals,Province of Ontario,,14,st mathews road,M4M2B5,toronto,on,,Toronto,3520005.0,35,43.66596059,-79.35550928
