home_name,Placements for referrals from all prior locations (days),Placements for referrals from community (days),Placements for referrals from hospital (days),Antipsychotic Medication Use (%),Pressure Ulcers (%),Falls (%),Physical Restraints Use (%),Depression (%),Pain (%),cleaned_home_name,matched,name1,address,LHIN,home type,short stay,residents council,family council,accreditation,city,postal code,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
St. Joseph's Care Group - Hogarth Riverview Manor,226,259,176,19.6,4.7,19.9,19.8,25.1,4.8,st. joseph's care group - hogarth riverview manor,True,hogarth riverview manor,300 Lillie Street,North West,Non-Profit,No,Yes,Yes,Yes,Thunder Bay, P7C4Y7,84.0,"(46.0, 172.0]",3.0,62.0,"(23.0, 86.0]",3.0,33.0,"(11.0, 44.0]",3.0,hogarth riverview manor,0,0,<5,Active,Thunder Bay,3558004.0,48.38712316,-89.27025117,543.0
St. Joseph's General Hospital Elliot Lake - St. Joseph's Manor,156,144,293,19.5,1.3,12.4,14.9,18.8,10.7,st. joseph's general hospital elliot lake - st. joseph's manor,True,st. joseph's manor,70 Spine Road,North East,Non-Profit,Yes,Yes,Yes,Yes,Elliot Lake, P5A1X2,39.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,st. joseph's manor,,,,,Elliot Lake,3557041.0,46.38484207,-82.66092821,64.0
"St. Joseph's Health Care, London - Mount Hope Centre For LTC - St. Mary's",91,91,76,17.7,3.8,16.9,5.8,31.6,11.2,"st. joseph's health care, london - mount hope centre for long term care - st. mary's",False,mount hope centre for long term care,21 Grosvenor Street P.O. Box 5777,South West,Non-Profit,Yes,Yes,Yes,Yes,London, N6A1Y6,87.0,"(46.0, 172.0]",3.0,44.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,mount hope centre for long term care,,0,,Inactive,London,3539036.0,42.99894988,-81.25634222,394.0
St. Joseph's Health Centre - St. Gabriel's Villa Of Sudbury,49,58,LV,20.2,6.0,18.6,6.8,36.3,6.7,st. joseph's health centre - st. gabriel's villa of sudbury,True,st. gabriel's villa of sudbury,4690 Municipal Road 15,North East,Non-Profit,No,Yes,Yes,Yes,Chelmsford, P0M1L0,73.0,"(46.0, 172.0]",3.0,50.0,"(23.0, 86.0]",3.0,28.0,"(11.0, 44.0]",3.0,st. gabriel's villa of sudbury,0,0,<5,Active,Greater Sudbury / Grand Sudbury,3553005.0,46.575821000000005,-81.183418,128.0
"St. Joseph's Health Centre - St. Joseph's Villa, Sudbury",109.5,82,397,16.0,5.1,24.6,11.9,29.6,2.4,"st. joseph's health centre - st. joseph's villa, sudbury",True,"st. joseph's villa, sudbury",1250 South Bay Road,North East,Non-Profit,No,Yes,Yes,Yes,Sudbury, P3E6L9,39.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,"st. joseph's villa, sudbury",,<5,,Inactive,Greater Sudbury / Grand Sudbury,3553005.0,46.46661488,-80.96677167,128.0
St. Joseph's Health System - Guelph,268.5,247,LV,13.8,2.2,16.7,1.8,23.5,4.6,st. joseph's health system - guelph,False,"st. joseph's health centre, guelph",100 Westmount Road,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Guelph, N1H5H8,42.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,3.0,"(0.0, 5.0]",0.0,"st. joseph's health centre, guelph",,,,,,,,,240.0
St. Joseph's Health System - St. Joseph's Lifecare Centre,254,261,LV,22.4,4.3,22.1,4.8,39.8,1.5,st. joseph's health system - st. joseph's lifecare centre,True,st. joseph's lifecare centre,99 Wayne Gretzky Parkway,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Brantford, N3S6T6,28.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,13.0,"(11.0, 44.0]",3.0,st. joseph's lifecare centre,,0,,Inactive,Brantford,3529006.0,43.14553416,-80.23530631,205.0
"St. Joseph's Health System - St. Joseph's Villa, Dundas",83,83,65,21.7,2.5,19.6,4.1,13.2,2.1,"st. joseph's health system - st. joseph's villa, dundas",True,"st. joseph's villa, dundas",56 Governor's Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,Yes,Dundas, L9H5G7,100.0,"(46.0, 172.0]",3.0,37.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,"st. joseph's villa, dundas",,0,,Inactive,,,,,425.0
St. Patrick's Home Of Ottawa Inc. - St. Patrick's Home,942,873,LV,16.8,4.1,22.6,7.9,23.0,3.8,st. patrick's home of ottawa inc. - st. patrick's home,True,st. patrick's home,2865 Riverside Drive,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1V8N5,86.0,"(46.0, 172.0]",3.0,47.0,"(23.0, 86.0]",3.0,24.0,"(11.0, 44.0]",3.0,st. patrick's home,9,0,<5,Active,Ottawa,3506008.0,45.36947155,-75.68903093,288.0
St. Peter's Care Centres - St. Peter's Residence At Chedoke,71,54,154.5,25.7,4.2,21.1,0.1,20.3,6.4,st. peter's care centres - st. peter's residence at chedoke,True,st. peter's residence at chedoke,125 Redfern Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Hamilton, L9C7W9,37.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,st. peter's residence at chedoke,,,,,Hamilton,3525005.0,43.24048479,-79.92012482,210.0
Sunnycrest Nursing Homes Limited - Sunnycrest Nursing Home,300,314.5,168.5,14.3,2.8,17.7,6.8,34.7,18.2,sunnycrest nursing homes limited - sunnycrest nursing home,True,sunnycrest nursing home,1635 Dundas Street East,Central East,For-Profit,No,Yes,Yes,Yes,Whitby, L1N2K9,55.0,"(46.0, 172.0]",3.0,19.0,"(16.0, 23.0]",2.0,4.0,"(0.0, 5.0]",0.0,sunnycrest nursing home,<5,0,0,Active,Whitby,3518009.0,43.88695065,-78.90906825,136.0
Taminagi Inc. - Sarsfield Colonial Home,76.5,58,98,10.8,3.5,18.4,31.9,34.3,0.6,taminagi inc. - sarsfield colonial home,True,sarsfield colonial home,2861 Colonial Road P.O. Box 130,Champlain,For-Profit,No,Yes,Yes,Yes,Sarsfield, K0A3E0,62.0,"(46.0, 172.0]",3.0,42.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,sarsfield colonial home,,,,,Ottawa,3506008.0,45.440588,-75.347066,46.0
The Arnprior & District Memorial Hospital - The Grove,461,451.5,LV,21.9,4.1,20.4,2.4,43.0,7.6,the arnprior & district memorial hospital - the grove,False,"the grove, arnprior and district nursing home",275 Ida Street North,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Arnprior, K7S3M7,18.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,"the grove, arnprior and district nursing home",,,,,Arnprior,3547002.0,45.43909913,-76.36088256,61.0
The Central Canadian District Of The Christian - Cama Woodlands Nursing Home,139,139,LV,8.5,3.1,14.7,6.3,11.7,3.8,the central canadian district of the christian - cama woodlands nursing home,True,cama woodlands nursing home,159 Panin Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Burlington, L7P5A6,16.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,cama woodlands nursing home,,,,,Burlington,3524002.0,43.3099325,-79.86719201,134.0
"The Corporation of Haldimand County - Grandview Lodge, Dunnville",370,388,348.5,29.1,2.4,16.6,4.5,31.6,6.9,"the corporation of haldimand county - grandview lodge, dunnville",False,grandview lodge / dunnville,657 Lock Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Dunnville, N1A1V9,37.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,grandview lodge / dunnville,,,,,Haldimand County,3528018.0,42.90834644,-79.63401540000001,128.0
The Corporation of Haldimand County - John Noble Home,141,138,LV,22.6,3.2,18.2,2.1,30.4,4.4,the corporation of haldimand county - john noble home,True,john noble home,97 Mount Pleasant Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Brantford, N3T1T5,25.0,"(21.0, 31.0]",1.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,john noble home,,,,,Brantford,3529006.0,43.12596315,-80.27606552,156.0
The Corporation of Norfolk County - Norview Lodge,158.5,82,180,22.3,5.2,20.4,2.8,41.7,14.4,the corporation of norfolk county - norview lodge,True,norview lodge,44 Rob Blake Way,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes,Simcoe, N3Y0E3,24.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,norview lodge,,0,,Inactive,Norfolk County,3528052.0,42.8372838,-80.33304111,179.0
The County of Grey - Grey Gables Home For The Aged,280,268,LV,18.9,2.6,15.8,0.0,25.4,2.5,the county of grey - grey gables home for the aged,True,grey gables home for the aged,206 Toronto Street South,South West,Municipal,No,Yes,Yes,No,Markdale, N0C1H0,40.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,grey gables home for the aged,,,,,Grey Highlands,3542015.0,44.31396564,-80.64029685,66.0
The County of Grey - Lee Manor Home,120,120,LV,19.8,1.3,12.0,2.4,27.9,2.5,the county of grey - lee manor home,True,lee manor home,875 Sixth Street East,South West,Municipal,No,Yes,Yes,No,Owen Sound, N4K5W5,36.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,10.0,"(7.0, 11.0]",2.0,lee manor home,,,,,Owen Sound,3542059.0,44.56074357,-80.92749966,150.0
The County of Grey - Rockwood Terrace Home For The Aged,76.5,76.5,56.5,7.3,5.0,14.2,1.9,23.6,0.4,the county of grey - rockwood terrace home for the aged,True,rockwood terrace home for the aged,575 Saddler Street East P. O. Box 660,South West,Municipal,No,Yes,Yes,No,Durham, N0G1R0,28.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,rockwood terrace home for the aged,,,,,West Grey,3542004.0,44.17446891,-80.80961509,100.0
The County of SImcoe - Georgian Manor Home For The Aged,294,329,LV,17.8,2.4,16.4,0.9,31.7,6.0,the county of simcoe - georgian manor home for the aged,True,georgian manor home for the aged,101 Thompsons Road,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Penetanguishene, L9M0V3,22.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,georgian manor home for the aged,,,,,Penetanguishene,3543072.0,44.76796585,-79.91976266,143.0
The County of SImcoe - Simcoe Manor Home For The Aged,416,422,LV,7.7,2.5,18.6,2.6,34.7,7.0,the county of simcoe - simcoe manor home for the aged,True,simcoe manor home for the aged,5988 - 8TH LINE Main Street East,Central,Municipal,Yes,Yes,Yes,Yes,Beeton, L0G1A0,27.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,simcoe manor home for the aged,,,,,New Tecumseth,3543007.0,44.08139484,-79.77752875,126.0
The County of SImcoe - Sunset Manor Home For Senior Citizens,281,293.5,LV,22.0,3.6,18.8,2.3,30.2,6.5,the county of simcoe - sunset manor home for senior citizens,True,sunset manor home for senior citizens,49 Raglan Street,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Collingwood, L9Y4X1,29.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,sunset manor home for senior citizens,,,,,Collingwood,3543031.0,44.50191069,-80.20123672,150.0
The County of SImcoe - Trillium Manor Home For The Aged,269,290.5,LV,28.5,3.0,18.8,2.9,34.5,15.9,the county of simcoe - trillium manor home for the aged,True,trillium manor home for the aged,12 Grace Avenue,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Orillia, L3V2K2,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,trillium manor home for the aged,,,,,Orillia,3543052.0,44.62900615,-79.42526219,122.0
The Elliott Group - The Elliott Community,245,199.5,LV,12.6,1.2,19.8,0.2,29.6,12.6,the elliott group - the elliott community,False,the elliott long term care residence,170 Metcalfe Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Guelph, N1E4Y3,24.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,the elliott long term care residence,,,,,Guelph,3523008.0,43.55803773,-80.25130495,85.0
The Glebe Centre Inc. - Glebe Centre,511,632,392.5,21.2,1.8,15.7,3.7,31.3,5.0,the glebe centre inc. - glebe centre,True,glebe centre,950 Bank Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K1S5G6,42.0,"(31.0, 46.0]",2.0,27.0,"(23.0, 86.0]",3.0,18.0,"(11.0, 44.0]",3.0,glebe centre,,,,,Ottawa,3506008.0,45.39876525,-75.68635693,254.0
The Governing Council of the Salvation Army - Isabel And Arthur Meighen Manor,452,452,LV,16.2,2.0,16.7,0.0,2.2,6.8,the governing council of the salvation army - isabel and arthur meighen manor,True,isabel and arthur meighen manor,155 Millwood Road,Toronto Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M4S1J6,35.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,isabel and arthur meighen manor,61,42,45,Active,Toronto,3520005.0,43.70000099,-79.39254279,168.0
The Governing Council of the Salvation Army - The Salvation Army Ottawa Grace Manor,808,816,LV,24.3,3.0,18.2,14.0,29.9,2.7,the governing council of the salvation army - the salvation army ottawa grace manor,True,the salvation army ottawa grace manor,1156 Wellington Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K1Y2Z3,63.0,"(46.0, 172.0]",3.0,36.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,the salvation army ottawa grace manor,,,,,Ottawa,3506008.0,45.40088385,-75.72755805,128.0
The Governing Council Of The Salvation Army In Canada - R. H. Lawson Eventide Home,209,205.5,NR,13.8,3.9,15.3,14.2,30.0,5.9,the governing council of the salvation army in canada - r. h. lawson eventide home,True,r. h. lawson eventide home,5050 Jepson Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,No,Niagara Falls, L2E1K5,18.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,r. h. lawson eventide home,,,,,Niagara Falls,3526043.0,43.0997467,-79.07748394,101.0
The Kensington Health Centre - The Kensington Gardens,602,577,LV,21.0,2.1,14.9,1.3,13.5,1.2,the kensington health centre - the kensington gardens,True,the kensington gardens,25 Brunswick Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M5S2L9,39.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,the kensington gardens,14,8,5,Active,Toronto,3520005.0,43.65819899,-79.40343829,350.0
The Lady Minto Hospital at Cochrane - Villa Minto,214,316,112,8.1,5.6,7.4,26.6,10.4,12.7,the lady minto hospital at cochrane - villa minto,True,villa minto,241 Eighth Street P.O. Box 280,North East,Non-Profit,No,Yes,Yes,Yes,Cochrane, P0L1C0,22.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,villa minto,,,,,Cochrane,3556042.0,49.06971147,-81.0205333,33.0
The Leamington United Mennonite Home and Apartments - Leamington Mennonite Home LTC Residence,50,50,NR,25.0,0.9,19.6,0.7,24.2,1.5,the leamington united mennonite home and apartments - leamington mennonite home long term care residence,True,leamington mennonite home long term care residence,35 Pickwick Drive,Erie St. Clair,Non-Profit,No,Yes,Yes,No,Leamington, N8H4T5,20.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,leamington mennonite home long term care residence,0,0,<5,Active,Leamington,3537003.0,42.04374165,-82.59059485,84.0
The Mennonite Home Association As York County - Parkview Home LTC,440.5,316,LV,12.9,1.5,19.3,0.0,10.2,16.7,the mennonite home association as york county - parkview home ltc,False,parkview home long-term care,123 Weldon Road,Central,Non-Profit,No,Yes,Yes,Yes,Stouffville, L4A0G8,17.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,parkview home long-term care,,,,,Whitchurch-Stouffville,3519044.0,43.96541475,-79.25898437,128.0
The Meno Ya Win Health Centre - William A. Bill George Extended Care Facility,687,LV,LV,33.3,0.0,20.4,6.7,16.6,6.0,the meno ya win health centre - william a. bill george extended care facility,False,"william a. ""bill"" george extended care facility",75 Fifth Avenue,North West,Non-Profit,No,Yes,No,Yes,Sioux Lookout, P8T1K9,12.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,"william a. ""bill"" george extended care facility",,,,,,,,,20.0
The Ontario Finnish Resthome Association - Mauno Kaihla Koti,75,75,275,18.8,3.2,9.6,17.3,42.9,12.1,the ontario finnish resthome association - mauno kaihla koti,True,mauno kaihla koti,723 North Street,North East,Non-Profit,Yes,Yes,Yes,No,Sault Ste Marie, P6B6G8,20.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,3.0,"(0.0, 5.0]",0.0,mauno kaihla koti,,,,,Sault Ste. Marie,3557061.0,46.5396691,-84.33693736,63.0
The Ontario Mission of the Deaf - Bob Rumball Home For The Deaf,185,185,NR,7.9,3.0,28.9,5.7,16.2,6.0,the ontario mission of the deaf - bob rumball home for the deaf,True,bob rumball home for the deaf,1 Royal Parkside Drive,North Simcoe Muskoka,Non-Profit,No,Yes,Yes,No,Barrie, L4M0C4,35.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,bob rumball home for the deaf,,,,,Barrie,3543042.0,44.3641363,-79.62310322,64.0
The Ottawa Jewish Home for the Aged - Hillel Lodge (The Bess And Moe Greenberg Family),146,146,131,5.3,2.5,15.9,10.0,15.8,0.7,the ottawa jewish home for the aged - hillel lodge (the bess and moe greenberg family),False,hillel lodge,10 Nadolny Sachs Private,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K2A4G7,47.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,hillel lodge,,,,,Ottawa,3506008.0,45.37622944,-75.75281145,121.0
The Regional Municipality of Halton - Allendale,280,269,LV,16.0,1.0,12.3,2.7,12.5,1.1,the regional municipality of halton - allendale,True,allendale,185 Ontario Street South,Mississauga Halton,Municipal,No,Yes,Yes,Yes,Milton, L9T2M4,38.0,"(31.0, 46.0]",2.0,20.0,"(16.0, 23.0]",2.0,15.0,"(11.0, 44.0]",3.0,allendale,,0,,Inactive,Milton,3524009.0,43.51655054,-79.87240973,200.0
The Regional Municipality of Halton - Creek Way Village,164.5,164.5,LV,12.4,0.4,14.9,1.8,15.5,5.2,the regional municipality of halton - creek way village,True,creek way village,5200 Corporate Drive,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Burlington, L7L7G7,30.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,creek way village,,,,,Burlington,3524002.0,43.39302822,-79.77985319,144.0
The Regional Municipality of Halton - Post Inn Village,136,114.5,LV,8.3,0.6,12.8,0.1,18.1,1.7,the regional municipality of halton - post inn village,True,post inn village,203 Georgian Drive,Mississauga Halton,Municipal,Yes,Yes,Yes,Yes,Oakville, L6H7H9,35.0,"(31.0, 46.0]",2.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,post inn village,<5,0,<5,Active,Oakville,3524001.0,43.48026034,-79.71675247,228.0
The Regional Municipality of Niagara - Deer Park Villa,LV,LV,LV,13.6,7.1,20.5,7.4,21.4,10.9,the regional municipality of niagara - deer park villa,True,deer park villa,150 Central Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,No,Yes,Grimsby, L3M4Z3,14.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,deer park villa,,,,,Grimsby,3526065.0,43.189536499999996,-79.54142639,39.0
The Regional Municipality of Niagara - Douglas H. Rapelje Lodge,147.5,139,LV,28.8,3.0,22.5,2.2,33.6,2.3,the regional municipality of niagara - douglas h. rapelje lodge,True,douglas h. rapelje lodge,277 Plymouth Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes,Welland, L3B6E3,32.0,"(31.0, 46.0]",2.0,10.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,douglas h. rapelje lodge,,0,,Inactive,Welland,3526032.0,42.97774267,-79.24618498,120.0
The Regional Municipality of Niagara - Gilmore Lodge,90,131,53.5,19.7,3.6,17.5,6.2,33.1,2.4,the regional municipality of niagara - gilmore lodge,True,gilmore lodge,50 Gilmore Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Fort Erie, L2A2M1,16.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,gilmore lodge,,,,,Fort Erie,3526003.0,42.92080238,-78.91490397,80.0
The Regional Municipality of Niagara - Linhaven,135,90,186.5,23.2,3.1,18.9,5.9,34.3,2.2,the regional municipality of niagara - linhaven,True,linhaven,403 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes,St. Catharines, L2N1L5,56.0,"(46.0, 172.0]",3.0,21.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,linhaven,,,,,St. Catharines,3526053.0,43.18351721,-79.26633031,248.0
The Regional Municipality of Niagara - Northland Pointe,90,99,LV,23.0,4.1,15.7,4.3,30.7,3.9,the regional municipality of niagara - northland pointe,True,northland pointe,2 Fielden Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,No,Yes,Port Colborne, L3K6G4,31.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,northland pointe,,,,,Port Colborne,3526011.0,42.8807752,-79.25766920000001,151.0
The Regional Municipality of Niagara - The Meadows Of Dorchester,95,105,LV,15.9,2.5,14.2,17.7,32.4,5.3,the regional municipality of niagara - the meadows of dorchester,True,the meadows of dorchester,6623 Kalar Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Niagara Falls, L2H2T3,19.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,the meadows of dorchester,,,,,Niagara Falls,3526043.0,43.07925789,-79.13696046,121.0
The Regional Municipality of Niagara - The Woodlands Of Sunset,213,185.5,LV,18.2,3.8,18.2,6.1,34.5,2.1,the regional municipality of niagara - the woodlands of sunset,True,the woodlands of sunset,920 Pelham Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Welland, L3C1Y5,20.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,the woodlands of sunset,,0,,Inactive,Pelham,3526028.0,43.01741988,-79.28534590000001,121.0
The Regional Municipality of Niagara - Upper Canada Lodge,194,166,NR,24.8,2.4,17.3,9.3,36.4,4.9,the regional municipality of niagara - upper canada lodge,True,upper canada lodge,272 Wellington Street P. O. Box 1390,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Niagara-On-The-Lake, L0S1J0,24.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,upper canada lodge,,,,,Niagara-on-the-Lake,3526047.0,43.25020429999999,-79.0694642,80.0
The Regional Municipality of Peel - Malton Village LTC Centre,201.5,187,LV,11.6,1.0,12.9,2.6,16.2,0.6,the regional municipality of peel - malton village long term care centre,True,malton village long term care centre,7075 Rexwood Road,Central West,Municipal,No,Yes,Yes,Yes,Mississauga, L4T4M1,62.0,"(46.0, 172.0]",3.0,21.0,"(16.0, 23.0]",2.0,14.0,"(11.0, 44.0]",3.0,malton village long term care centre,<5,0,<5,Active,Mississauga,3521005.0,43.71847959,-79.62437147,160.0
The Regional Municipality of Peel - Peel Manor,107,109,LV,20.8,2.8,13.3,1.7,10.6,1.7,the regional municipality of peel - peel manor,True,peel manor,525 Main Street North,Central West,Municipal,No,Yes,Yes,Yes,Brampton, L6X1N9,55.0,"(46.0, 172.0]",3.0,15.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,peel manor,<5,<5,6,Active,Brampton,3521010.0,43.69999507,-79.78142981,177.0
