,index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city_x,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,facility_name_clean,cleaned_name,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city_y,postal code,number of beds,total_inspections,5y_inspections,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
518,5661.0,the palace,long-term care home,Nursing and residential care facilities,Province of Ontario,,92,centre street,K0C1A0,alexandria,on,,North Glengarry,3501050.0,35.0,45.31136778,-74.63263588,the palace,the palace,THE PALACE,92 Centre Street,"Alexandria, K0C1A0",Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Alexandria, K0C1A0,70.0,37.0,30.0,,,,,,,,
519,5662.0,the perley and rideau veterans' health centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,1750,russell road,K1G5Z6,ottawa,on,,Ottawa,3506008.0,35.0,45.40374035,-75.63671562,the perley and rideau veterans' health centre,the perley and rideau veterans' health centre,THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE,1750 Russell Road,"Ottawa, K1G5Z6",Champlain,The Perley And Rideau Veterans' Health Centre,,Non-Profit,Home with approximately 450 beds,Yes,Yes,Yes,Yes,,Ottawa, K1G5Z6,450.0,88.0,49.0,152.0,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,9,8,16,Active
520,5663.0,the pines,long-term care home,Nursing and residential care facilities,Province of Ontario,,98,pine street,P1L1N5,bracebridge,on,,Bracebridge,3544018.0,35.0,45.05169583,-79.29822038,the pines,the pines,THE PINES,98 Pine Street,"Bracebridge, P1L1N5",North Simcoe Muskoka,The District Of The Municipality Of Muskoka,Extendicare (Canada) Inc.,Municipal,Home with approximately 160 beds,No,Yes,No,Yes,,Bracebridge, P1L1N5,160.0,13.0,10.0,,,,,,,,
521,5683.0,the salvation army ottawa grace manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,1156,wellington street,K1Y2Z3,ottawa,on,,Ottawa,3506008.0,35.0,45.40088385,-75.72755805,the salvation army ottawa grace manor,the salvation army ottawa grace manor,THE SALVATION ARMY OTTAWA GRACE MANOR,1156 Wellington Street,"Ottawa, K1Y2Z3",Champlain,The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K1Y2Z3,128.0,63.0,36.0,,,,,,,,
522,5697.0,the villa care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,689,yonge street,L4R2E1,midland,on,,Midland,3543074.0,35.0,44.74305645,-79.89055855,the villa care centre,the villa care centre,THE VILLA CARE CENTRE,689 Yonge Street,"Midland, L4R2E1",North Simcoe Muskoka,Jarlette Ltd.,,For-Profit,Home with approximately 114 beds,Yes,Yes,No,Yes,,Midland, L4R2E1,114.0,29.0,15.0,,,,,,,,
523,5699.0,the village at st. clair,long-term care home,Nursing and residential care facilities,Province of Ontario,,1800,talbot road,N9H0E3,windsor,on,,Windsor,3537039.0,35.0,42.24341286,-83.0147829,the village at st. clair,the village at st. clair,THE VILLAGE AT ST. CLAIR,1800 Talbot Road,"Windsor, N9A6S4",Erie St. Clair,Schlegel Villages Inc.,,For-Profit,Home with approximately 256 beds,No,No,No,No,,Windsor, N9A6S4,256.0,62.0,59.0,153.0,The Village at St. Clair,Windsor,256.0,0,0,<5,Active
524,5700.0,the village at university gates,long-term care home,Nursing and residential care facilities,Province of Ontario,,250,laurelwood drive,N2J0E2,waterloo,on,,Waterloo,3530016.0,35.0,43.476737899999996,-80.57032185,the village at university gates,the village at university gates,THE VILLAGE AT UNIVERSITY GATES,250 LAURELWOOD DRIVE,"WATERLOO, N2J0E2",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,No,No,No,,WATERLOO, N2J0E2,192.0,15.0,15.0,154.0,The Village at University Gates,Waterloo,192.0,0,0,<5,Active
525,5701.0,the village green nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,166,pleasant drive,K0K2Z0,greater napanee,on,,Greater Napanee,3511015.0,35.0,44.30037081,-76.98430987,the village green nursing home,the village green nursing home,THE VILLAGE GREEN NURSING HOME,166 Pleasant Drive P.O. Box 94,"Selby, K0K2Z0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 66 beds,No,Yes,Yes,Yes,,Selby, K0K2Z0,66.0,28.0,16.0,,,,,,,,
526,5703.0,the village of aspen lake,long-term care home,Nursing and residential care facilities,Province of Ontario,,9855,mchugh street,N8P0A6,tecumseh,on,,Windsor,3537039.0,35.0,42.31813568,-82.92003167,the village of aspen lake,the village of aspen lake,THE VILLAGE OF ASPEN LAKE,9855 McHugh Street,"Windsor, N8P0A6",Erie St. Clair,R-b-j Schlegel Holdings Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Windsor, N8P0A6,192.0,92.0,44.0,,,,,,,,
527,5704.0,the village of erin meadows,long-term care home,Nursing and residential care facilities,Province of Ontario,,2930,erin centre boulevard,L5M7M4,mississauga,on,,Mississauga,3521005.0,35.0,43.55312755,-79.72147048,the village of erin meadows,the village of erin meadows,THE VILLAGE OF ERIN MEADOWS,2930 Erin Centre Boulevard,"Mississauga, L5M7M4",Mississauga Halton,Schlegel Villages Inc.,,For-Profit,Home with approximately 180 beds,No,Yes,Yes,Yes,,Mississauga, L5M7M4,180.0,51.0,20.0,155.0,The Village of Erin Meadows,Mississauga,180.0,43,9,21,Active
528,5705.0,the village of glendale crossing,long-term care home,Nursing and residential care facilities,Province of Ontario,,3030,singleton avenue,N6L0B6,london,on,,London,3539036.0,35.0,42.93894787,-81.27180372,the village of glendale crossing,the village of glendale crossing,THE VILLAGE OF GLENDALE CROSSING,3030 Singleton Avenue,"London, N6L0B6",South West,The Homewood Corporation,Oakwood Retirement Communities Inc.,For-Profit,Home with approximately 192 beds,No,No,No,Yes,,London, N6L0B6,192.0,108.0,51.0,,,,,,,,
529,5706.0,the village of humber heights,long-term care home,Nursing and residential care facilities,Province of Ontario,,2245,lawrence avenue w,M9P3W3,toronto,on,,Toronto,3520005.0,35.0,43.69710409,-79.52690243,the village of humber heights,the village of humber heights,THE VILLAGE OF HUMBER HEIGHTS,2245 Lawrence Avenue West,"Etobicoke, M9P3W3",Central,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,No,Yes,,Etobicoke, M9P3W3,192.0,23.0,19.0,156.0,The Village of Humber Heights,Etobicoke,192.0,20,6,9,Active
530,5707.0,the village of riverside glen,retirement home,Nursing and residential care facilities,Province of Ontario,,60,woodlawn road e,N1H8M8,guelph,on,,Guelph,3523008.0,35.0,43.56915803,-80.27358416,the village of riverside glen,the village of riverside glen,THE VILLAGE OF RIVERSIDE GLEN,60 Woodlawn Road East,"Guelph, N1H8M8",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Guelph, N1H8M8,192.0,109.0,42.0,157.0,The Village of Riverside Glen,Guelph,192.0,0,0,<5,Active
531,5708.0,the village of sandalwood park,long-term care home,Nursing and residential care facilities,Province of Ontario,,425,great lakes drive,L6R2W8,brampton,on,,Brampton,3521010.0,35.0,43.74100870000001,-79.7717325,the village of sandalwood park,the village of sandalwood park,THE VILLAGE OF SANDALWOOD PARK,425 Great Lakes Drive,"Brampton, L6R2W8",Central West,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Brampton, L6R2W8,120.0,28.0,12.0,,,,,,,,
532,5709.0,the village of tansley woods,long-term care home,Nursing and residential care facilities,Province of Ontario,,4100,upper middle road,L7M4W8,burlington,on,,Burlington,3524002.0,35.0,43.38367062,-79.79950979,the village of tansley woods,the village of tansley woods,THE VILLAGE OF TANSLEY WOODS,4100 Upper Middle Road,"Burlington, L7M4W8",Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 144 beds,No,Yes,Yes,Yes,,Burlington, L7M4W8,144.0,30.0,17.0,,,,,,,,
533,5710.0,the village of taunton mills,long-term care home,Nursing and residential care facilities,Province of Ontario,,3800,brock street n,L1R3A5,whitby,on,,Whitby,3518009.0,35.0,43.91312705,-78.95825897,the village of taunton mills,the village of taunton mills,THE VILLAGE OF TAUNTON MILLS,3800 Brock Street North,"Whitby, L1R3A5",Central East,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Whitby, L1R3A5,120.0,35.0,20.0,,,,,,,,
534,5711.0,the village of wentworth heights,retirement home,Nursing and residential care facilities,Province of Ontario,,1620,upper wentworth street,L9B2W3,hamilton,on,,Hamilton,3525005.0,35.0,43.19832568,-79.8734372,the village of wentworth heights,the village of wentworth heights,THE VILLAGE OF WENTWORTH HEIGHTS,1620 Upper Wentworth Street,"Hamilton, L9B2W3",Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Hamilton, L9B2W3,120.0,26.0,11.0,158.0,The Village of Wentworth Heights,Hamilton,120.0,0,0,<5,Active
535,5712.0,the village of winston park,long-term care home,Nursing and residential care facilities,Province of Ontario,,695,block line road,N2E3K1,kitchener,on,,Kitchener,3530013.0,35.0,43.41122949,-80.49867572,the village of winston park,the village of winston park,THE VILLAGE OF WINSTON PARK,695 Block Line Road,"Kitchener, N2E3K1",Waterloo Wellington,Winston Hall Nursing Homes Limited,,For-Profit,Home with approximately 95 beds,No,Yes,No,Yes,,Kitchener, N2E3K1,95.0,36.0,14.0,159.0,The Village of Winston Park,Kitchener,95.0,<5,0,0,Active
536,5713.0,the village seniors community,retirement home,Nursing and residential care facilities,Province of Ontario,,101,10 street,N4N1M9,hanover,on,,Hanover,3542029.0,35.0,44.15073139,-81.03582166,the village seniors community,the village seniors community,THE VILLAGE SENIORS COMMUNITY,101-10Th Street,"Hanover, N4N1M9",South West,Hanover Operating Inc.,,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Hanover, N4N1M9,70.0,35.0,12.0,,,,,,,,
537,5719.0,the wellington nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1430,upper wellington street,L9A5H3,hamilton,on,,Hamilton,3525005.0,35.0,43.20948778,-79.8796767,the wellington nursing home,the wellington nursing home,THE WELLINGTON NURSING HOME,1430 Upper Wellington Street,"Hamilton, L9A5H3",Hamilton Niagara Haldimand Brant (Hnhb),Barton Retirement Inc.,Southrim Development Inc.,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Hamilton, L9A5H3,102.0,40.0,24.0,,,,,,,,
538,5720.0,the west nipissing general hospital,long-term care home,Nursing and residential care facilities,Province of Ontario,,725,coursol road,P2B2Y6,west nipissing,on,,West Nipissing / Nipissing Ouest,3548055.0,35.0,46.37244272,-79.91782482,the west nipissing general hospital,the west nipissing general hospital,THE WEST NIPISSING GENERAL HOSPITAL,725 Coursol,"Sturgeon Falls, P2B2Y6",North East,The West Nipissing General Hospital,,Non-Profit,Home with approximately 48 beds,No,Yes,No,Yes,,Sturgeon Falls, P2B2Y6,48.0,14.0,10.0,,,,,,,,
539,5723.0,the wexford,long-term care home,Nursing and residential care facilities,Province of Ontario,,1860,lawrence avenue e,M1R5B1,toronto,on,,Toronto,3520005.0,35.0,43.7439777,-79.30345907,the wexford,the wexford,THE WEXFORD,1860 Lawrence Avenue East,"Scarborough, M1R5B1",Central East,The Wexford Residence Inc.,,Non-Profit,Home with approximately 166 beds,No,Yes,Yes,Yes,,Scarborough, M1R5B1,166.0,56.0,29.0,55.0,The Wexford,Scarborough,166.0,,0,,Inactive
540,5727.0,the willows estate nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,13837,yonge street,L4G3G8,aurora,on,,Aurora,3519046.0,35.0,43.96549464,-79.45862614,the willows estate nursing home,the willows estate nursing home,THE WILLOWS ESTATE NURSING HOME,13837 Yonge Street,"Aurora, L4G3G8",Central,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 84 beds,No,Yes,No,Yes,,Aurora, L4G3G8,84.0,23.0,15.0,,,,,,,,
541,5729.0,the woodlands of sunset,long-term care home,Nursing and residential care facilities,Province of Ontario,,920,pelham street,L3C1Y5,welland,on,,Pelham,3526028.0,35.0,43.01741988,-79.28534590000001,the woodlands of sunset,the woodlands of sunset,THE WOODLANDS OF SUNSET,920 Pelham Street,"Welland, L3C1Y5",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Welland, L3C1Y5,121.0,20.0,11.0,56.0,The Woodlands of Sunset,Welland,121.0,,0,,Inactive
542,5735.0,thompson house,long-term care home,Nursing and residential care facilities,Province of Ontario,,1,overland drive,M3C2C3,toronto,on,,Toronto,3520005.0,35.0,43.7324901,-79.34677178,thompson house,thompson house,THOMPSON HOUSE,1 Overland Drive,"North York, M3C2C3",Central,Don Mills Foundation For Seniors,,Non-Profit,Home with approximately 136 beds,No,Yes,Yes,No,,North York, M3C2C3,136.0,16.0,12.0,,,,,,,,
543,5737.0,thorntonview,long-term care home,Nursing and residential care facilities,Province of Ontario,,186,thornton road s,L1J5Y2,oshawa,on,,Oshawa,3518013.0,35.0,43.8859505,-78.8922213,thorntonview,thorntonview,THORNTONVIEW,186 Thornton Road South,"Oshawa, L1J5Y2",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 154 beds,No,Yes,Yes,Yes,,Oshawa, L1J5Y2,154.0,42.0,21.0,,,,,,,,
544,5746.0,tilbury manor nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,16,fort street,N0P2L0,chatham-kent,on,,Chatham-Kent,3536020.0,35.0,42.25877139,-82.43044492,tilbury manor nursing home,tilbury manor nursing home,TILBURY MANOR NURSING HOME,16 Fort Street P.O. Box 160,"Tilbury, N0P2L0",Erie St. Clair,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 75 beds,Yes,Yes,Yes,Yes,,Tilbury, N0P2L0,75.0,33.0,20.0,,,,,,,,
545,5764.0,tony stacey centre for veterans' care,long-term care home,Nursing and residential care facilities,Province of Ontario,,59,lawson road,M1C2J1,toronto,on,,Toronto,3520005.0,35.0,43.78323942,-79.16339403,tony stacey centre for veterans' care,tony stacey centre for veterans' care,TONY STACEY CENTRE FOR VETERANS' CARE,59 Lawson Road,"Toronto, M1C2J1",Central East,Royal Canadian Legion District 'd' Care Centres,Universalcare Canada Inc.,Non-Profit,Home with approximately 100 beds,Yes,Yes,No,No,,Toronto, M1C2J1,100.0,17.0,9.0,160.0,Tony Stacey Centre for Veterans' Care,Toronto,100.0,<5,0,0,Active
546,5780.0,township of osgoode care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,7650,snake island road,K0A2P0,ottawa,on,,Ottawa,3506008.0,35.0,45.22188813,-75.50384886,township of osgoode care centre,township of osgoode care centre,TOWNSHIP OF OSGOODE CARE CENTRE,7650 Snake Island Road,"Metcalfe, K0A2P0",Champlain,Township Of Osgoode Care Centre,,Non-Profit,Home with approximately 100 beds,Yes,Yes,Yes,No,,Metcalfe, K0A2P0,100.0,21.0,10.0,,,,,,,,
547,5788.0,trent valley lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,195,bay street,K8V1H9,quinte west,on,,Quinte West,3512015.0,35.0,44.10291195,-77.55773544,trent valley lodge,trent valley lodge,TRENT VALLEY LODGE,195 Bay Street,"Trenton, K8V1H9",South East,Trent Valley Lodge Limited,,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Trenton, K8V1H9,102.0,45.0,37.0,,,,,,,,
548,5792.0,trillium court,retirement home,Nursing and residential care facilities,Province of Ontario,,550,phillip place,N2Z3A6,kincardine,on,,Kincardine,3541024.0,35.0,44.18149597,-81.62055194,trillium court,trillium court,TRILLIUM COURT,550 Philip Place,"Kincardine, N2Z3A6",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Kincardine, N2Z3A6,40.0,23.0,10.0,,,,,,,,
549,5805.0,trillium manor home for the aged,long-term care home,Nursing and residential care facilities,Province of Ontario,,12,grace avenue,L3V2K2,orillia,on,,Orillia,3543052.0,35.0,44.62900615,-79.42526219,trillium manor home for the aged,trillium manor home for the aged,TRILLIUM MANOR HOME FOR THE AGED,12 Grace Avenue,"Orillia, L3V2K2",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 122 beds,Yes,Yes,Yes,Yes,,Orillia, L3V2K2,122.0,23.0,13.0,,,,,,,,
550,5806.0,trillium retirement and care community,retirement home,Nursing and residential care facilities,Province of Ontario,,800,edgar street,K7M8S4,kingston,on,,Kingston,3510010.0,35.0,44.25040282,-76.55202522,trillium retirement and care community,trillium retirement and care community,TRILLIUM RETIREMENT AND CARE COMMUNITY,800 Edgar Street,"Kingston, K7M8S4",South East,Specialty Care East Inc.,,For-Profit,Home with approximately 190 beds,Yes,Yes,Yes,Yes,,Kingston, K7M8S4,190.0,81.0,40.0,,,,,,,,
551,5807.0,trillium villa nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1221,michigan avenue,N7S3Y3,sarnia,on,,Sarnia,3538030.0,35.0,42.99848453,-82.36358616,trillium villa nursing home,trillium villa nursing home,TRILLIUM VILLA NURSING HOME,1221 Michigan Avenue,"Sarnia, N7S3Y3",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 152 beds,Yes,Yes,No,Yes,,Sarnia, N7S3Y3,152.0,36.0,11.0,,,,,,,,
552,5809.0,trinity village care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,2727,kingsway drive,N2C1A7,kitchener,on,,Kitchener,3530013.0,35.0,43.4298142,-80.4417755,trinity village care centre,trinity village care centre,TRINITY VILLAGE CARE CENTRE,2727 Kingsway Drive,"Kitchener, N2C1A7",Waterloo Wellington,Lutheran Homes Kitchener-waterloo,,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Kitchener, N2C1A7,150.0,54.0,21.0,161.0,Trinity Village Care Centre,Kitchener,150.0,29,14,38,Active
553,5813.0,true davidson acres,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,dawes road,M4C5M8,toronto,on,,Toronto,3520005.0,35.0,43.6960602,-79.29840606,true davidson acres,true davidson acres,TRUE DAVIDSON ACRES,200 Dawes Road,"Toronto, M4C5M8",Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 187 beds,Yes,Yes,Yes,Yes,,Toronto, M4C5M8,187.0,24.0,14.0,,,,,,,,
554,5816.0,tsiionkwanonhsote,long-term care home,Nursing and residential care facilities,Province of Ontario,,70,kawehnoke apartments road,K6H5R7,akwesasne,on,,Akwesasne (Part) 59,3501007.0,35.0,45.0031277,-74.68694690000001,tsiionkwanonhsote,tsiionkwanonhsote,TSIIONKWANONHSOTE,70 Kawehnoke Apartments Road,"Akwesasne, K6H5R7",Champlain,Mohawk Council Of Akwesasne,,Non-Profit,Home with approximately 50 beds,No,Yes,No,Yes,,Akwesasne, K6H5R7,50.0,21.0,14.0,,,,,,,,
