index,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city,postal code,number of beds,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
579,TOWNSHIP OF OSGOODE CARE CENTRE,7650 Snake Island Road,"Metcalfe, K0A2P0",Champlain,Township Of Osgoode Care Centre,,Non-Profit,Home with approximately 100 beds,Yes,Yes,Yes,No,,Metcalfe, K0A2P0,100.0,21.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,township of osgoode care centre,,,,,,,,
580,TRENT VALLEY LODGE,195 Bay Street,"Trenton, K8V1H9",South East,Trent Valley Lodge Limited,,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Trenton, K8V1H9,102.0,45.0,"(31.0, 46.0]",2.0,37.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,trent valley lodge,,,,,,,,
581,TRILLIUM COURT,550 Philip Place,"Kincardine, N2Z3A6",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Kincardine, N2Z3A6,40.0,23.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,trillium court,,,,,,,,
582,TRILLIUM MANOR HOME FOR THE AGED,12 Grace Avenue,"Orillia, L3V2K2",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 122 beds,Yes,Yes,Yes,Yes,,Orillia, L3V2K2,122.0,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,trillium manor home for the aged,,,,,,,,
583,TRILLIUM RETIREMENT AND CARE COMMUNITY,800 Edgar Street,"Kingston, K7M8S4",South East,Specialty Care East Inc.,,For-Profit,Home with approximately 190 beds,Yes,Yes,Yes,Yes,,Kingston, K7M8S4,190.0,81.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,trillium retirement and care community,,,,,,,,
584,TRILLIUM VILLA NURSING HOME,1221 Michigan Avenue,"Sarnia, N7S3Y3",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 152 beds,Yes,Yes,No,Yes,,Sarnia, N7S3Y3,152.0,36.0,"(31.0, 46.0]",2.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,trillium villa nursing home,,,,,,,,
585,TRINITY VILLAGE CARE CENTRE,2727 Kingsway Drive,"Kitchener, N2C1A7",Waterloo Wellington,Lutheran Homes Kitchener-waterloo,,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Kitchener, N2C1A7,150.0,54.0,"(46.0, 172.0]",3.0,21.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,trinity village care centre,161.0,Trinity Village Care Centre,Kitchener,150.0,29,14,38,Active
586,TRUE DAVIDSON ACRES,200 Dawes Road,"Toronto, M4C5M8",Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 187 beds,Yes,Yes,Yes,Yes,,Toronto, M4C5M8,187.0,24.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,true davidson acres,,,,,,,,
587,TSIIONKWANONHSOTE,70 Kawehnoke Apartments Road,"Akwesasne, K6H5R7",Champlain,Mohawk Council Of Akwesasne,,Non-Profit,Home with approximately 50 beds,No,Yes,No,Yes,,Akwesasne, K6H5R7,50.0,21.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,tsiionkwanonhsote,,,,,,,,
588,TUFFORD NURSING HOME,312 Queenston Street,"St Catharines, L2P2X4",Hamilton Niagara Haldimand Brant (Hnhb),Unger Nursing Homes Limited,,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,St Catharines, L2P2X4,65.0,15.0,"(0.0, 21.0]",0.0,5.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,tufford nursing home,,,,,,,,
589,TULLAMORE CARE COMMUNITY,133 Kennedy Road South,"Brampton, L6W3G3",Central West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 159 beds,Yes,Yes,Yes,Yes,,Brampton, L6W3G3,159.0,52.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,tullamore care community,,,,,,,,
590,TWIN LAKES TERRACE LONG TERM CARE COMMUNITY,1310 Murphy Road,"Sarnia, N7S6K5",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Sarnia, N7S6K5,60.0,13.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,twin lakes terrace long term care community,,,,,,,,
591,TWIN OAKS OF MARYHILL,1360 Maryhill Road,"Maryhill, N0B2B0",Waterloo Wellington,Twin Oaks Of Maryhill Inc.,,For-Profit,Home with approximately 31 beds,No,Yes,No,No,,Maryhill, N0B2B0,31.0,18.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,twin oaks of maryhill,162.0,Twin Oaks of Maryhill,Maryhill,31.0,0,0,<5,Active
592,TYNDALL NURSING HOME,1060 Eglinton Avenue East,"Mississauga, L4W1K3",Mississauga Halton,Tyndall Nursing Home Limited,,For-Profit,Home with approximately 151 beds,No,Yes,No,Yes,,Mississauga, L4W1K3,151.0,48.0,"(46.0, 172.0]",3.0,22.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,tyndall nursing home,,,,,,,,
593,UKRAINIAN CANADIAN CARE CENTRE,60 Richview Road,"Etobicoke, M9A5E4",Central,St. Demetrius (Ukrainian Catholic) Development Corporation,,Non-Profit,Home with approximately 152 beds,No,Yes,Yes,Yes,,Etobicoke, M9A5E4,152.0,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,ukrainian canadian care centre,163.0,Ukrainian Canadian Care Centre,Etobicoke,152.0,25,<5,<5,Active
594,UNION VILLA,4300 Highway #7,"Unionville, L3R1L8",Central,Unionville Home Society,,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Unionville, L3R1L8,160.0,33.0,"(31.0, 46.0]",2.0,15.0,"(11.0, 16.0]",1.0,11.0,"(7.0, 11.0]",2.0,union villa,164.0,Union Villa,Unionville,160.0,0,0,<5,Active
595,UNITED MENNONITE HOME,4024 Twenty-Third Street,"Vineland, L0R2C0",Hamilton Niagara Haldimand Brant (Hnhb),United Mennonite Home For The Aged,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,No,,Vineland, L0R2C0,128.0,25.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,united mennonite home,,,,,,,,
596,UPPER CANADA LODGE,272 Wellington Street P. O. Box 1390,"Niagara-On-The-Lake, L0S1J0",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 80 beds,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,80.0,24.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,upper canada lodge,,,,,,,,
597,VALLEY MANOR NURSING HOME,88 Mintha Street P. O. Box 880,"Barry's Bay, K0J1B0",Champlain,Valley Manor Inc.,,Non-Profit,Home with approximately 90 beds,No,Yes,No,Yes,,Barry's Bay, K0J1B0,90.0,21.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,valley manor nursing home,,,,,,,,
598,VALLEY PARK LODGE,6400 Valley Way,"Niagara Falls, L2E7E3",Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 65 beds,Yes,Yes,Yes,Yes,,Niagara Falls, L2E7E3,65.0,31.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,valley park lodge,,,,,,,,
600,VALLEYVIEW HOME,350 Burwell Road,"St. Thomas, N5P0A3",South West,The Corporation Of The City Of St. Thomas,,Municipal,Home with approximately 136 beds,Yes,Yes,Yes,Yes,,St. Thomas, N5P0A3,136.0,33.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,valleyview home,,,,,,,,
601,VALLEYVIEW RESIDENCE,541 Finch Avenue West,"North York, M2R3Y3",Central,Advent Health Care Corporation,,Non-Profit,Home with approximately 174 beds,No,Yes,No,No,,North York, M2R3Y3,174.0,57.0,"(46.0, 172.0]",3.0,23.0,"(16.0, 23.0]",2.0,15.0,"(11.0, 44.0]",3.0,valleyview residence,165.0,Valleyview Residence,North York,174.0,<5,<5,<5,Active
602,VERA M. DAVIS COMMUNITY CARE CENTRE,80 Allan Drive,"Bolton, L7E1P7",Central West,Peel Housing Corporation,,Non-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Bolton, L7E1P7,64.0,14.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,vera m. davis community care centre,,,,,,,,
603,VERMONT SQUARE,914 Bathurst Street,"Toronto, M5R3G5",Toronto Central,Vermont Square Ltc Inc. As General Partner Of Vermont Square Ltc Limited Partnership,Responsive Health Management,For-Profit,Home with approximately 130 beds,Yes,Yes,Yes,Yes,,Toronto, M5R3G5,130.0,21.0,"(0.0, 21.0]",0.0,15.0,"(11.0, 16.0]",1.0,12.0,"(11.0, 44.0]",3.0,vermont square,166.0,Vermont Square,Toronto,130.0,<5,0,<5,Active
604,VICTORIA GARDENS LONG TERM CARE,176 Victoria Avenue North,"Hamilton, L8L5G1",Hamilton Niagara Haldimand Brant (Hnhb),Mirdem Nursing Homes Ltd.,,For-Profit,Home with approximately 76 beds,No,Yes,Yes,Yes,,Hamilton, L8L5G1,76.0,18.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,victoria gardens long term care,,,,,,,,
605,VICTORIA MANOR HOME FOR THE AGED,220 Angeline Street South,"Lindsay, K9V4R2",Central East,The Corporation Of The City Of Kawartha Lakes,Sienna Senior Living,Municipal,Home with approximately 166 beds,Yes,Yes,Yes,Yes,,Lindsay, K9V4R2,166.0,45.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,5.0,"(0.0, 5.0]",0.0,victoria manor home for the aged,,,,,,,,
606,VICTORIA VILLAGE MANOR,78 Ross Street,"Barrie, L4N1G3",North Simcoe Muskoka,Victoria Village Inc.,Specialty Care Inc.,Non-Profit,Home with approximately 128 beds,Yes,Yes,Yes,Yes,,Barrie, L4N1G3,128.0,35.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,19.0,"(11.0, 44.0]",3.0,victoria village manor,,,,,,,,
607,VILLA COLOMBO HOMES FOR THE AGED,40 Playfair Avenue,"Toronto, M6B2P9",Central,Villa Colombo Homes For The Aged Inc.,,Non-Profit,Home with approximately 391 beds,Yes,Yes,Yes,Yes,,Toronto, M6B2P9,391.0,52.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,villa colombo homes for the aged,167.0,Villa Colombo Homes for the Aged,Toronto,391.0,9,<5,11,Active
608,VILLA COLOMBO SENIORS CENTRE (VAUGHAN),"10443 Highway 27, Kleinburg","Vaughan, L0J1C0",Central,Villa Colombo Seniors Centre (Vaughan) Inc.,Universalcare Canada Inc.,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Vaughan, L0J1C0,160.0,45.0,"(31.0, 46.0]",2.0,40.0,"(23.0, 86.0]",3.0,29.0,"(11.0, 44.0]",3.0,villa colombo seniors centre (vaughan),168.0,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,24,11,16,Active
609,VILLA FORUM,175 Forum Drive,"Mississauga, L4Z4E5",Mississauga Halton,Villa Forum,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L4Z4E5,160.0,38.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,villa forum,169.0,Villa Forum,Mississauga,160.0,37,10,20,Active
610,VILLA LEONARDO GAMBIN,40 Friuli Court,"Woodbridge, L4L9T3",Central,Friuli Long Term Care,Specialty Care Inc.,Non-Profit,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Woodbridge, L4L9T3,168.0,34.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,villa leonardo gambin,170.0,Villa Leonardo Gambin,Woodbridge,168.0,31,11,23,Active
611,VILLA MARCONI,1026 Baseline Road,"Ottawa, K2C0A6",Champlain,Villa Marconi Long Term Care Center,"Diversicare Canada Management Services Co., Inc.",Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K2C0A6,128.0,53.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,21.0,"(11.0, 44.0]",3.0,villa marconi,57.0,Villa Marconi,Ottawa,128.0,,0,,Inactive
612,VILLA MINTO,241 Eighth Street P.O. Box 280,"Cochrane, P0L1C0",North East,The Lady Minto Hospital At Cochrane,,Non-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Cochrane, P0L1C0,33.0,22.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,villa minto,,,,,,,,
613,VILLAGE ON THE RIDGE,9 Myrtle Street,"Ridgetown, N0P2C0",Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Ridgetown, N0P2C0,40.0,15.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,village on the ridge,,,,,,,,
614,VISION '74 INC.,229 Wellington Street,"Sarnia, N7T1G9",Erie St. Clair,Vision '74 Inc.,,Non-Profit,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Sarnia, N7T1G9,146.0,38.0,"(31.0, 46.0]",2.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,vision nursing home,171.0,Vision Nursing Home,Sarnia,146.0,5,<5,<5,Active
615,WARKWORTH PLACE,97 Mill Street P.O. Box 68,"Warkworth, K0K3K0",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,No,Yes,,Warkworth, K0K3K0,60.0,24.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,warkworth place,,,,,,,,
616,WATERS EDGE CARE COMMUNITY,401 William Street,"North Bay, P1A1X5",North East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 148 beds,No,Yes,Yes,Yes,,North Bay, P1A1X5,148.0,41.0,"(31.0, 46.0]",2.0,28.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,waters edge care community,,,,,,,,
617,WATFORD QUALITY CARE CENTRE,344 Victoria Street,"Watford, N0M2S0",Erie St. Clair,Qcc Corp.,,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Watford, N0M2S0,63.0,18.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,watford quality care centre,,,,,,,,
618,WELLESLEY CENTRAL PLACE,160 Wellesley Street East,"Toronto, M4Y1J2",Toronto Central,Drs. Paul And John Rekai Centre,,Non-Profit,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Toronto, M4Y1J2,150.0,35.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,wellesley central place,172.0,Wellesley Central Place,Toronto,150.0,43,16,21,Active
619,WELLINGTON HOUSE NURSING HOME,990 Edward Street North P.O. Box 1510,"Prescott, K0E1T0",South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Prescott, K0E1T0,60.0,57.0,"(46.0, 172.0]",3.0,17.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,wellington house nursing home,,,,,,,,
620,WELLINGTON PARK CARE CENTRE,802 Hager Avenue,"Burlington, L7S1X2",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 132 beds,Yes,Yes,Yes,Yes,,Burlington, L7S1X2,132.0,42.0,"(31.0, 46.0]",2.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,wellington park care centre,,,,,,,,
621,WELLINGTON TERRACE LONG-TERM CARE HOME,474 Wellington Road 18,"Fergus, N1M0A1",Waterloo Wellington,Corporation Of The County Of Wellington,,Municipal,Home with approximately 176 beds,No,Yes,Yes,No,,Fergus, N1M0A1,176.0,18.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,wellington terrace long-term care home,58.0,Wellington Terrace Long-Term Care Home,Fergus,176.0,,0,,Inactive
622,WENTWORTH LODGE,41 South Street West,"Dundas, L9H4C4",Hamilton Niagara Haldimand Brant (Hnhb),City Of Hamilton,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Dundas, L9H4C4,160.0,23.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,wentworth lodge,173.0,Wentworth Lodge,Dundas,160.0,0,0,0,Active
623,WESBURN MANOR,400 The West Mall,"Etobicoke, M9C5S1",Mississauga Halton,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9C5S1,192.0,62.0,"(46.0, 172.0]",3.0,20.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,wesburn manor,174.0,Wesburn Manor,Etobicoke,192.0,<5,0,0,Active
624,WEST LAKE TERRACE,"1673 County Road, 12 R. R. #1","Picton, K0K2T0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 47 beds,No,Yes,No,Yes,,Picton, K0K2T0,47.0,26.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,west lake terrace,,,,,,,,
625,WEST OAK VILLAGE,2370 Third Line,"Oakville, L6M4E2",Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6M4E2,133.0,33.0,"(31.0, 46.0]",2.0,15.0,"(11.0, 16.0]",1.0,11.0,"(7.0, 11.0]",2.0,west oak village,,,,,,,,
626,WEST PARK HEALTH CENTRE,103 Pelham Road,"St Catharines, L2S1S9",Hamilton Niagara Haldimand Brant (Hnhb),Cvh (No.1) Lp,Extendicare (Canada) Inc.,For-Profit,Home with approximately 101 beds,Yes,Yes,Yes,Yes,,St Catharines, L2S1S9,101.0,48.0,"(46.0, 172.0]",3.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,west park health centre,,,,,,,,
627,WEST PARK LONG TERM CARE CENTRE,82 Buttonwood Avenue,"Toronto, M6M2J5",Toronto Central,West Park Healthcare Centre,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 200 beds,Yes,Yes,Yes,Yes,,Toronto, M6M2J5,200.0,61.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,west park long term care centre,175.0,West Park Long Term Care Centre,Toronto,200.0,57,20,31,Active
628,WESTGATE LODGE NURSING HOME,37 Wilkie Street,"Belleville, K8P4E4",South East,Crown Ridge Health Care Services Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Belleville, K8P4E4,88.0,42.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,westgate lodge nursing home,,,,,,,,
629,WESTMOUNT GARDENS LONG TERM CARE HOME,590 Longworth Road,"London, N6K4X9",South West,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6K4X9,160.0,86.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,westmount gardens long term care home,,,,,,,,
630,WESTON TERRACE CARE COMMUNITY,2005 Lawrence Avenue West,"Toronto, M9N3V4",Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Toronto, M9N3V4,224.0,34.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,weston terrace care community,176.0,Weston Terrace Care Community,Toronto,224.0,42,13,29,Active
631,WESTSIDE,1145 Albion Road,"Etobicoke, M9V4J7",Central West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 242 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9V4J7,242.0,50.0,"(46.0, 172.0]",3.0,17.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,westside,59.0,Westside,Etobicoke,242.0,,<5,,Inactive
632,WIKWEMIKONG NURSING HOME,2281 Wikwemikong Way P.O. Box 114,"Wikwemikong, P0P2J0",North East,Wikwemikong Nursing Home Limited,,Non-Profit,Home with approximately 59 beds,Yes,Yes,No,Yes,,Wikwemikong, P0P2J0,59.0,54.0,"(46.0, 172.0]",3.0,24.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,wikwemikong nursing home,177.0,Wikwemikong Nursing Home,Wikwemikong,59.0,<5,0,0,Active
633,WILDWOOD CARE CENTRE,100 Ann Street P.O. Box 2200,"St. Marys, N4X1A1",South West,Wildwood Care Centre Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,St. Marys, N4X1A1,60.0,25.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,wildwood care centre,,,,,,,,
634,WILKES TERRACE,20B Cartier Road,"Terrace Bay, P0T2W0",North West,North Of Superior Healthcare Group,,Non-Profit,Home with approximately 22 beds,No,Yes,Yes,Yes,,Terrace Bay, P0T2W0,22.0,9.0,"(0.0, 21.0]",0.0,5.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,wilkes terrace,,,,,,,,
635,"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY",75 Fifth Avenue,"Sioux Lookout, P8T1K9",North West,Sioux Lookout Meno-ya-win Health Centre,,Non-Profit,Home with approximately 20 beds,No,Yes,No,Yes,,Sioux Lookout, P8T1K9,20.0,12.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,"william a. ""bill"" george extended care facility",,,,,,,,
636,WINBOURNE PARK,1020 Westney Road North,"Ajax, L1T4K6",Central East,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,Yes,Yes,Yes,Yes,,Ajax, L1T4K6,110.0,44.0,"(31.0, 46.0]",2.0,26.0,"(23.0, 86.0]",3.0,8.0,"(7.0, 11.0]",2.0,winbourne park,60.0,Winbourne Park,Ajax,110.0,,0,,Inactive
637,WOODBRIDGE VISTA CARE COMMUNITY,5400 Steeles Avenue West,"Woodbridge, L4L9S1",Central West,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Woodbridge, L4L9S1,224.0,53.0,"(46.0, 172.0]",3.0,20.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,woodbridge vista care community,178.0,Woodbridge Vista Care Community,Woodbridge,224.0,<5,0,<5,Active
638,WOODHALL PARK CARE COMMUNITY,10260 Kennedy Road North,"Brampton, L6Z4N7",Central West,Specialty Care / Woodhall Park Inc.,,For-Profit,Home with approximately 147 beds,No,Yes,Yes,Yes,,Brampton, L6Z4N7,147.0,38.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,woodhall park care community,,,,,,,,
639,WOODINGFORD LODGE - INGERSOLL,325 Thames Street South,"Ingersoll, N5C2T8",South West,County Of Oxford,,Municipal,Home with approximately 34 beds,No,Yes,No,No,,Ingersoll, N5C2T8,34.0,20.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,9.0,"(7.0, 11.0]",2.0,woodingford lodge - ingersoll,,,,,,,,
640,WOODINGFORD LODGE - TILLSONBURG,52 Venison Street West,"Tillsonburg, N4G1V1",South West,County Of Oxford,,Municipal,Home with approximately 34 beds,Yes,Yes,Yes,No,,Tillsonburg, N4G1V1,34.0,19.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,woodingford lodge - tillsonburg,,,,,,,,
641,WOODINGFORD LODGE - WOODSTOCK,300 Juliana Drive,"Woodstock, N4V0A1",South West,County Of Oxford,,Municipal,Home with approximately 160 beds,Yes,Yes,No,No,,Woodstock, N4V0A1,160.0,38.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,woodingford lodge - woodstock,,,,,,,,
642,WOODLAND VILLA,30 Milles Roches Road R. R. #1,"Long Sault, K0C1P0",Champlain,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Long Sault, K0C1P0,119.0,44.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,woodland villa,179.0,Woodland Villa,Long Sault,111.0,<5,0,0,Active
643,WOODS PARK CARE CENTRE,110 Lillian Crescent,"Barrie, L4N5H7",North Simcoe Muskoka,Woods Park Care Centre Inc.,,For-Profit,Home with approximately 123 beds,Yes,Yes,Yes,Yes,,Barrie, L4N5H7,123.0,31.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,woods park care centre,61.0,Woods Park Care Centre,Barrie,123.0,,0,,Inactive
644,WYNDHAM MANOR LONG TERM CARE CENTRE,291 Reynolds Street,"Oakville, L6J3L5",Mississauga Halton,Halton Healthcare Ltc Inc.,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Oakville, L6J3L5,128.0,34.0,"(31.0, 46.0]",2.0,8.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,wyndham manor long term care centre,,,,,,,,
