index,name,address,city_and_postal_code,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
588,TUFFORD NURSING HOME,312 Queenston Street,"St Catharines, L2P2X4",Hamilton Niagara Haldimand Brant (Hnhb),Unger Nursing Homes Limited,,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,St Catharines, L2P2X4,65,15.0,5.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,
589,TULLAMORE CARE COMMUNITY,133 Kennedy Road South,"Brampton, L6W3G3",Central West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 159 beds,Yes,Yes,Yes,Yes,,Brampton, L6W3G3,159,52.0,27.0,16.0,27.0,12.0,7.0,15.0,7.0,5.0,14.0,7.0,3.0
590,TWIN LAKES TERRACE LONG TERM CARE COMMUNITY,1310 Murphy Road,"Sarnia, N7S6K5",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Sarnia, N7S6K5,60,13.0,8.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0
591,TWIN OAKS OF MARYHILL,1360 Maryhill Road,"Maryhill, N0B2B0",Waterloo Wellington,Twin Oaks Of Maryhill Inc.,,For-Profit,Home with approximately 31 beds,No,Yes,No,No,,Maryhill, N0B2B0,31,18.0,12.0,5.0,8.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,
592,TYNDALL NURSING HOME,1060 Eglinton Avenue East,"Mississauga, L4W1K3",Mississauga Halton,Tyndall Nursing Home Limited,,For-Profit,Home with approximately 151 beds,No,Yes,No,Yes,,Mississauga, L4W1K3,151,48.0,22.0,8.0,19.0,4.0,2.0,8.0,6.0,5.0,20.0,10.0,2.0
593,UKRAINIAN CANADIAN CARE CENTRE,60 Richview Road,"Etobicoke, M9A5E4",Central,St. Demetrius (Ukrainian Catholic) Development Corporation,,Non-Profit,Home with approximately 152 beds,No,Yes,Yes,Yes,,Etobicoke, M9A5E4,152,15.0,10.0,7.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0
594,UNION VILLA,4300 Highway #7,"Unionville, L3R1L8",Central,Unionville Home Society,,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Unionville, L3R1L8,160,36.0,18.0,14.0,12.0,5.0,4.0,12.0,8.0,8.0,11.0,5.0,5.0
595,UNITED MENNONITE HOME,4024 Twenty-Third Street,"Vineland, L0R2C0",Hamilton Niagara Haldimand Brant (Hnhb),United Mennonite Home For The Aged,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,No,,Vineland, L0R2C0,128,27.0,16.0,8.0,12.0,5.0,4.0,10.0,7.0,4.0,4.0,3.0,1.0
596,UPPER CANADA LODGE,272 Wellington Street P. O. Box 1390,"Niagara-On-The-Lake, L0S1J0",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 80 beds,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,80,24.0,11.0,7.0,8.0,3.0,2.0,6.0,2.0,2.0,6.0,2.0,2.0
597,VALLEY MANOR NURSING HOME,88 Mintha Street P. O. Box 880,"Barry's Bay, K0J1B0",Champlain,Valley Manor Inc.,,Non-Profit,Home with approximately 90 beds,No,Yes,No,Yes,,Barry's Bay, K0J1B0,90,21.0,9.0,4.0,2.0,1.0,1.0,9.0,3.0,2.0,4.0,,
598,VALLEY PARK LODGE,6400 Valley Way,"Niagara Falls, L2E7E3",Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 65 beds,Yes,Yes,Yes,Yes,,Niagara Falls, L2E7E3,65,32.0,15.0,5.0,20.0,7.0,4.0,2.0,2.0,1.0,4.0,3.0,
600,VALLEYVIEW HOME,350 Burwell Road,"St. Thomas, N5P0A3",South West,The Corporation Of The City Of St. Thomas,,Municipal,Home with approximately 136 beds,Yes,Yes,Yes,Yes,,St. Thomas, N5P0A3,136,33.0,18.0,13.0,11.0,7.0,5.0,13.0,5.0,5.0,3.0,3.0,2.0
601,VALLEYVIEW RESIDENCE,541 Finch Avenue West,"North York, M2R3Y3",Central,Advent Health Care Corporation,,Non-Profit,Home with approximately 174 beds,No,Yes,No,No,,North York, M2R3Y3,174,57.0,23.0,15.0,28.0,11.0,7.0,16.0,5.0,4.0,10.0,5.0,3.0
602,VERA M. DAVIS COMMUNITY CARE CENTRE,80 Allan Drive,"Bolton, L7E1P7",Central West,Peel Housing Corporation,,Non-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Bolton, L7E1P7,64,14.0,9.0,4.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0
603,VERMONT SQUARE,914 Bathurst Street,"Toronto, M5R3G5",Toronto Central,Vermont Square Ltc Inc. As General Partner Of Vermont Square Ltc Limited Partnership,Responsive Health Management,For-Profit,Home with approximately 130 beds,Yes,Yes,Yes,Yes,,Toronto, M5R3G5,130,21.0,15.0,12.0,6.0,5.0,4.0,8.0,5.0,5.0,3.0,3.0,3.0
604,VICTORIA GARDENS LONG TERM CARE,176 Victoria Avenue North,"Hamilton, L8L5G1",Hamilton Niagara Haldimand Brant (Hnhb),Mirdem Nursing Homes Ltd.,,For-Profit,Home with approximately 76 beds,No,Yes,Yes,Yes,,Hamilton, L8L5G1,76,18.0,10.0,5.0,7.0,3.0,1.0,7.0,4.0,4.0,2.0,2.0,
605,VICTORIA MANOR HOME FOR THE AGED,220 Angeline Street South,"Lindsay, K9V4R2",Central East,The Corporation Of The City Of Kawartha Lakes,Sienna Senior Living,Municipal,Home with approximately 166 beds,Yes,Yes,Yes,Yes,,Lindsay, K9V4R2,166,47.0,20.0,7.0,14.0,5.0,3.0,18.0,6.0,2.0,9.0,4.0,1.0
606,VICTORIA VILLAGE MANOR,78 Ross Street,"Barrie, L4N1G3",North Simcoe Muskoka,Victoria Village Inc.,Specialty Care Inc.,Non-Profit,Home with approximately 128 beds,Yes,Yes,Yes,Yes,,Barrie, L4N1G3,128,35.0,22.0,19.0,12.0,3.0,3.0,10.0,8.0,7.0,11.0,10.0,10.0
607,VILLA COLOMBO HOMES FOR THE AGED,40 Playfair Avenue,"Toronto, M6B2P9",Central,Villa Colombo Homes For The Aged Inc.,,Non-Profit,Home with approximately 391 beds,Yes,Yes,Yes,Yes,,Toronto, M6B2P9,391,54.0,33.0,14.0,20.0,11.0,6.0,23.0,13.0,7.0,13.0,11.0,3.0
608,VILLA COLOMBO SENIORS CENTRE (VAUGHAN),"10443 Highway 27, Kleinburg","Vaughan, L0J1C0",Central,Villa Colombo Seniors Centre (Vaughan) Inc.,Universalcare Canada Inc.,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Vaughan, L0J1C0,160,45.0,40.0,29.0,27.0,25.0,19.0,10.0,9.0,7.0,10.0,10.0,7.0
609,VILLA FORUM,175 Forum Drive,"Mississauga, L4Z4E5",Mississauga Halton,Villa Forum,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L4Z4E5,160,38.0,13.0,7.0,16.0,6.0,4.0,9.0,3.0,2.0,3.0,3.0,3.0
610,VILLA LEONARDO GAMBIN,40 Friuli Court,"Woodbridge, L4L9T3",Central,Friuli Long Term Care,Specialty Care Inc.,Non-Profit,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Woodbridge, L4L9T3,168,34.0,13.0,7.0,15.0,4.0,3.0,9.0,4.0,3.0,8.0,2.0,1.0
611,VILLA MARCONI,1026 Baseline Road,"Ottawa, K2C0A6",Champlain,Villa Marconi Long Term Care Center,"Diversicare Canada Management Services Co., Inc.",Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K2C0A6,128,53.0,40.0,21.0,25.0,16.0,10.0,16.0,13.0,7.0,8.0,8.0,5.0
612,VILLA MINTO,241 Eighth Street P.O. Box 280,"Cochrane, P0L1C0",North East,The Lady Minto Hospital At Cochrane,,Non-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Cochrane, P0L1C0,33,22.0,14.0,4.0,5.0,1.0,,7.0,5.0,2.0,9.0,6.0,1.0
613,VILLAGE ON THE RIDGE,9 Myrtle Street,"Ridgetown, N0P2C0",Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Ridgetown, N0P2C0,40,15.0,8.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,,,
614,VISION '74 INC.,229 Wellington Street,"Sarnia, N7T1G9",Erie St. Clair,Vision '74 Inc.,,Non-Profit,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Sarnia, N7T1G9,146,38.0,12.0,5.0,6.0,2.0,,25.0,6.0,4.0,2.0,,
615,WARKWORTH PLACE,97 Mill Street P.O. Box 68,"Warkworth, K0K3K0",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,No,Yes,,Warkworth, K0K3K0,60,24.0,13.0,4.0,10.0,7.0,3.0,8.0,3.0,1.0,3.0,1.0,
616,WATERS EDGE CARE COMMUNITY,401 William Street,"North Bay, P1A1X5",North East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 148 beds,No,Yes,Yes,Yes,,North Bay, P1A1X5,148,41.0,28.0,12.0,15.0,9.0,4.0,17.0,11.0,6.0,5.0,5.0,2.0
617,WATFORD QUALITY CARE CENTRE,344 Victoria Street,"Watford, N0M2S0",Erie St. Clair,Qcc Corp.,,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Watford, N0M2S0,63,19.0,10.0,4.0,2.0,2.0,,11.0,4.0,3.0,,,
618,WELLESLEY CENTRAL PLACE,160 Wellesley Street East,"Toronto, M4Y1J2",Toronto Central,Drs. Paul And John Rekai Centre,,Non-Profit,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Toronto, M4Y1J2,150,36.0,24.0,10.0,18.0,11.0,3.0,13.0,9.0,6.0,5.0,4.0,2.0
619,WELLINGTON HOUSE NURSING HOME,990 Edward Street North P.O. Box 1510,"Prescott, K0E1T0",South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Prescott, K0E1T0,60,57.0,17.0,7.0,28.0,7.0,4.0,15.0,5.0,2.0,17.0,2.0,
620,WELLINGTON PARK CARE CENTRE,802 Hager Avenue,"Burlington, L7S1X2",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 132 beds,Yes,Yes,Yes,Yes,,Burlington, L7S1X2,132,42.0,11.0,5.0,26.0,2.0,1.0,4.0,2.0,2.0,9.0,5.0,1.0
621,WELLINGTON TERRACE LONG-TERM CARE HOME,474 Wellington Road 18,"Fergus, N1M0A1",Waterloo Wellington,Corporation Of The County Of Wellington,,Municipal,Home with approximately 176 beds,No,Yes,Yes,No,,Fergus, N1M0A1,176,18.0,7.0,4.0,3.0,,,9.0,4.0,4.0,1.0,,
622,WENTWORTH LODGE,41 South Street West,"Dundas, L9H4C4",Hamilton Niagara Haldimand Brant (Hnhb),City Of Hamilton,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Dundas, L9H4C4,160,23.0,18.0,12.0,7.0,7.0,4.0,8.0,5.0,5.0,3.0,3.0,3.0
623,WESBURN MANOR,400 The West Mall,"Etobicoke, M9C5S1",Mississauga Halton,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9C5S1,192,62.0,20.0,6.0,44.0,12.0,3.0,8.0,4.0,2.0,13.0,3.0,1.0
624,WEST LAKE TERRACE,"1673 County Road, 12 R. R. #1","Picton, K0K2T0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 47 beds,No,Yes,No,Yes,,Picton, K0K2T0,47,26.0,13.0,6.0,7.0,3.0,2.0,9.0,5.0,4.0,7.0,1.0,
625,WEST OAK VILLAGE,2370 Third Line,"Oakville, L6M4E2",Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6M4E2,133,33.0,15.0,11.0,13.0,6.0,5.0,10.0,4.0,4.0,5.0,2.0,1.0
626,WEST PARK HEALTH CENTRE,103 Pelham Road,"St Catharines, L2S1S9",Hamilton Niagara Haldimand Brant (Hnhb),Cvh (No.1) Lp,Extendicare (Canada) Inc.,For-Profit,Home with approximately 101 beds,Yes,Yes,Yes,Yes,,St Catharines, L2S1S9,101,49.0,23.0,11.0,22.0,7.0,5.0,6.0,5.0,4.0,19.0,8.0,3.0
627,WEST PARK LONG TERM CARE CENTRE,82 Buttonwood Avenue,"Toronto, M6M2J5",Toronto Central,West Park Healthcare Centre,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 200 beds,Yes,Yes,Yes,Yes,,Toronto, M6M2J5,200,63.0,30.0,13.0,41.0,18.0,7.0,12.0,6.0,4.0,14.0,7.0,5.0
628,WESTGATE LODGE NURSING HOME,37 Wilkie Street,"Belleville, K8P4E4",South East,Crown Ridge Health Care Services Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Belleville, K8P4E4,88,42.0,23.0,12.0,11.0,4.0,4.0,26.0,15.0,7.0,1.0,1.0,1.0
629,WESTMOUNT GARDENS LONG TERM CARE HOME,590 Longworth Road,"London, N6K4X9",South West,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6K4X9,160,86.0,25.0,10.0,37.0,7.0,3.0,40.0,12.0,5.0,6.0,5.0,1.0
630,WESTON TERRACE CARE COMMUNITY,2005 Lawrence Avenue West,"Toronto, M9N3V4",Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Toronto, M9N3V4,224,38.0,23.0,13.0,20.0,11.0,6.0,11.0,8.0,5.0,10.0,8.0,6.0
631,WESTSIDE,1145 Albion Road,"Etobicoke, M9V4J7",Central West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 242 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9V4J7,242,52.0,19.0,12.0,30.0,9.0,7.0,15.0,5.0,4.0,11.0,8.0,5.0
632,WIKWEMIKONG NURSING HOME,2281 Wikwemikong Way P.O. Box 114,"Wikwemikong, P0P2J0",North East,Wikwemikong Nursing Home Limited,,Non-Profit,Home with approximately 59 beds,Yes,Yes,No,Yes,,Wikwemikong, P0P2J0,59,54.0,24.0,12.0,12.0,5.0,2.0,16.0,8.0,4.0,20.0,11.0,4.0
633,WILDWOOD CARE CENTRE,100 Ann Street P.O. Box 2200,"St. Marys, N4X1A1",South West,Wildwood Care Centre Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,St. Marys, N4X1A1,60,25.0,10.0,6.0,4.0,1.0,1.0,14.0,6.0,4.0,2.0,,
634,WILKES TERRACE,20B Cartier Road,"Terrace Bay, P0T2W0",North West,North Of Superior Healthcare Group,,Non-Profit,Home with approximately 22 beds,No,Yes,Yes,Yes,,Terrace Bay, P0T2W0,22,9.0,5.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,
635,"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY",75 Fifth Avenue,"Sioux Lookout, P8T1K9",North West,Sioux Lookout Meno-ya-win Health Centre,,Non-Profit,Home with approximately 20 beds,No,Yes,No,Yes,,Sioux Lookout, P8T1K9,20,12.0,8.0,3.0,1.0,,,3.0,3.0,2.0,2.0,1.0,
636,WINBOURNE PARK,1020 Westney Road North,"Ajax, L1T4K6",Central East,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,Yes,Yes,Yes,Yes,,Ajax, L1T4K6,110,44.0,26.0,8.0,21.0,10.0,5.0,15.0,10.0,2.0,3.0,2.0,
637,WOODBRIDGE VISTA CARE COMMUNITY,5400 Steeles Avenue West,"Woodbridge, L4L9S1",Central West,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Woodbridge, L4L9S1,224,56.0,23.0,15.0,28.0,9.0,6.0,22.0,11.0,8.0,8.0,6.0,3.0
638,WOODHALL PARK CARE COMMUNITY,10260 Kennedy Road North,"Brampton, L6Z4N7",Central West,Specialty Care / Woodhall Park Inc.,,For-Profit,Home with approximately 147 beds,No,Yes,Yes,Yes,,Brampton, L6Z4N7,147,38.0,16.0,7.0,16.0,5.0,2.0,13.0,5.0,4.0,6.0,4.0,2.0
639,WOODINGFORD LODGE - INGERSOLL,325 Thames Street South,"Ingersoll, N5C2T8",South West,County Of Oxford,,Municipal,Home with approximately 34 beds,No,Yes,No,No,,Ingersoll, N5C2T8,34,20.0,11.0,9.0,5.0,2.0,2.0,9.0,5.0,5.0,3.0,3.0,2.0
640,WOODINGFORD LODGE - TILLSONBURG,52 Venison Street West,"Tillsonburg, N4G1V1",South West,County Of Oxford,,Municipal,Home with approximately 34 beds,Yes,Yes,Yes,No,,Tillsonburg, N4G1V1,34,19.0,10.0,7.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0
641,WOODINGFORD LODGE - WOODSTOCK,300 Juliana Drive,"Woodstock, N4V0A1",South West,County Of Oxford,,Municipal,Home with approximately 160 beds,Yes,Yes,No,No,,Woodstock, N4V0A1,160,38.0,18.0,12.0,13.0,4.0,3.0,17.0,10.0,8.0,2.0,,
642,WOODLAND VILLA,30 Milles Roches Road R. R. #1,"Long Sault, K0C1P0",Champlain,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Long Sault, K0C1P0,119,44.0,22.0,6.0,19.0,8.0,3.0,11.0,5.0,1.0,8.0,5.0,
643,WOODS PARK CARE CENTRE,110 Lillian Crescent,"Barrie, L4N5H7",North Simcoe Muskoka,Woods Park Care Centre Inc.,,For-Profit,Home with approximately 123 beds,Yes,Yes,Yes,Yes,,Barrie, L4N5H7,123,31.0,16.0,8.0,14.0,6.0,2.0,7.0,3.0,3.0,5.0,4.0,1.0
644,WYNDHAM MANOR LONG TERM CARE CENTRE,291 Reynolds Street,"Oakville, L6J3L5",Mississauga Halton,Halton Healthcare Ltc Inc.,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Oakville, L6J3L5,128,35.0,9.0,7.0,12.0,2.0,2.0,12.0,3.0,3.0,8.0,2.0,2.0
645,YEE HONG CENTRE - MARKHAM,2780 Bur Oak Avenue,"Markham, L6B1C9",Central,Yee Hong Centre For Geriatric Care,,Non-Profit,Home with approximately 200 beds,Yes,Yes,Yes,Yes,,Markham, L6B1C9,200,12.0,8.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,
646,YEE HONG CENTRE - MISSISSAUGA,5510 Mavis Road,"Mississauga, L5V2X5",Mississauga Halton,Yee Hong Centre For Geriatric Care,,Non-Profit,Home with approximately 200 beds,Yes,Yes,Yes,Yes,,Mississauga, L5V2X5,200,23.0,14.0,7.0,10.0,4.0,3.0,7.0,4.0,3.0,2.0,2.0,1.0
647,YEE HONG CENTRE - SCARBOROUGH FINCH,60 Scottfield Drive,"Scarborough, M1S5T7",Central East,Yee Hong Centre For Geriatric Care,,Non-Profit,Home with approximately 250 beds,Yes,Yes,Yes,Yes,,Scarborough, M1S5T7,250,16.0,10.0,7.0,4.0,3.0,3.0,8.0,4.0,4.0,1.0,1.0,1.0
648,YEE HONG CENTRE - SCARBOROUGH MCNICOLL,2311 McNicoll Avenue,"Scarborough, M1V5L3",Central East,Yee Hong Centre For Geriatric Care,,Non-Profit,Home with approximately 155 beds,Yes,Yes,Yes,Yes,,Scarborough, M1V5L3,155,15.0,8.0,3.0,5.0,3.0,1.0,3.0,1.0,,3.0,,
649,YORK REGION MAPLE HEALTH CENTRE,10424 Keele Street,"Maple, L6A2L1",Central,The Regional Municipality Of York,,Municipal,Home with approximately 100 beds,Yes,Yes,Yes,Yes,,Maple, L6A2L1,100,25.0,18.0,10.0,10.0,6.0,2.0,5.0,3.0,3.0,6.0,5.0,3.0
650,YORK REGION NEWMARKET HEALTH CENTRE,194 Eagle Street,"Newmarket, L3Y1J6",Central,The Regional Municipality Of York,,Municipal,Home with approximately 132 beds,Yes,Yes,Yes,Yes,,Newmarket, L3Y1J6,132,26.0,16.0,8.0,10.0,5.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0
