name,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,number_beds,CSDname,CSDuid,latitude,longitude
WATFORD QUALITY CARE CENTRE,344 Victoria Street,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,,Watford, N0M2S0,19.0,10.0,4.0,2.0,2.0,,11.0,4.0,3.0,,,,watford quality care centre,,,,,63.0,Warwick,3538043.0,42.95217584,-81.88556091
WELLESLEY CENTRAL PLACE,160 Wellesley Street East,Toronto Central,Non-Profit,Yes,Yes,Yes,Yes,,Toronto, M4Y1J2,36.0,24.0,10.0,18.0,11.0,3.0,13.0,9.0,6.0,5.0,4.0,2.0,wellesley central place,28,18,10,Active,150.0,Toronto,3520005.0,43.66687279,-79.37566588
WELLINGTON HOUSE NURSING HOME,990 Edward Street North P.O. Box 1510,South East,For-Profit,No,Yes,Yes,No,,Prescott, K0E1T0,57.0,17.0,7.0,28.0,7.0,4.0,15.0,5.0,2.0,17.0,2.0,,wellington house nursing home,,,,,60.0,Prescott,3507008.0,44.71934,-75.51915
WELLINGTON PARK CARE CENTRE,802 Hager Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,,Burlington, L7S1X2,42.0,11.0,5.0,26.0,2.0,1.0,4.0,2.0,2.0,9.0,5.0,1.0,wellington park care centre,,,,,132.0,Burlington,3524002.0,43.33141191,-79.81188229
WELLINGTON TERRACE LONG-TERM CARE HOME,474 Wellington Road 18,Waterloo Wellington,Municipal,No,Yes,Yes,No,,Fergus, N1M0A1,18.0,7.0,4.0,3.0,,,9.0,4.0,4.0,1.0,,,wellington terrace long-term care home,,0,,Inactive,176.0,Centre Wellington,3523025.0,43.696534,-80.400755
WENTWORTH LODGE,41 South Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,,Dundas, L9H4C4,23.0,18.0,12.0,7.0,7.0,4.0,8.0,5.0,5.0,3.0,3.0,3.0,wentworth lodge,,0,,Inactive,160.0,Hamilton,3525005.0,43.25983089,-79.94970123
WESBURN MANOR,400 The West Mall,Mississauga Halton,Municipal,Yes,Yes,Yes,Yes,,Etobicoke, M9C5S1,62.0,20.0,6.0,44.0,12.0,3.0,8.0,4.0,2.0,13.0,3.0,1.0,wesburn manor,<5,0,0,Active,192.0,Toronto,3520005.0,43.64388927,-79.56745924
WEST LAKE TERRACE,"1673 County Road, 12 R. R. #1",South East,For-Profit,No,Yes,No,Yes,,Picton, K0K2T0,26.0,13.0,6.0,7.0,3.0,2.0,9.0,5.0,4.0,7.0,1.0,,west lake terrace,,,,,47.0,Prince Edward County,3513020.0,43.92704133,-77.25758022
WEST OAK VILLAGE,2370 Third Line,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,,Oakville, L6M4E2,33.0,15.0,11.0,13.0,6.0,5.0,10.0,4.0,4.0,5.0,2.0,1.0,west oak village,0,0,<5,Active,133.0,Oakville,3524001.0,43.44708343,-79.75633228
WEST PARK HEALTH CENTRE,103 Pelham Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,,St Catharines, L2S1S9,49.0,23.0,11.0,22.0,7.0,5.0,6.0,5.0,4.0,19.0,8.0,3.0,west park health centre,<5,<5,0,Active,101.0,St. Catharines,3526053.0,43.140947,-79.25086429999998
WEST PARK LONG TERM CARE CENTRE,82 Buttonwood Avenue,Toronto Central,Non-Profit,Yes,Yes,Yes,Yes,,Toronto, M6M2J5,63.0,30.0,13.0,41.0,18.0,7.0,12.0,6.0,4.0,14.0,7.0,5.0,west park long term care centre,41,25,11,Active,200.0,Toronto,3520005.0,43.68933979,-79.50788773
WESTGATE LODGE NURSING HOME,37 Wilkie Street,South East,For-Profit,Yes,Yes,Yes,Yes,,Belleville, K8P4E4,42.0,23.0,12.0,11.0,4.0,4.0,26.0,15.0,7.0,1.0,1.0,1.0,westgate lodge nursing home,,,,,88.0,Belleville,3512005.0,44.14702066,-77.40620279
WESTMOUNT GARDENS LONG TERM CARE HOME,590 Longworth Road,South West,For-Profit,No,Yes,Yes,Yes,,London, N6K4X9,86.0,25.0,10.0,37.0,7.0,3.0,40.0,12.0,5.0,6.0,5.0,1.0,westmount gardens long term care home,,,,,160.0,London,3539036.0,42.95042607,-81.30566973
WESTON TERRACE CARE COMMUNITY,2005 Lawrence Avenue West,Central,For-Profit,No,Yes,Yes,Yes,,Toronto, M9N3V4,38.0,23.0,13.0,20.0,11.0,6.0,11.0,8.0,5.0,10.0,8.0,6.0,weston terrace care community,25,24,39,Active,224.0,Toronto,3520005.0,43.70123959,-79.51015143
WESTSIDE,1145 Albion Road,Central West,For-Profit,Yes,Yes,Yes,Yes,,Etobicoke, M9V4J7,52.0,19.0,12.0,30.0,9.0,7.0,15.0,5.0,4.0,11.0,8.0,5.0,westside,<5,<5,<5,Active,242.0,Toronto,3520005.0,43.73728579,-79.56777145
WIKWEMIKONG NURSING HOME,2281 Wikwemikong Way P.O. Box 114,North East,Non-Profit,Yes,Yes,No,Yes,,Wikwemikong, P0P2J0,54.0,24.0,12.0,12.0,5.0,2.0,16.0,8.0,4.0,20.0,11.0,4.0,wikwemikong nursing home,,0,,Inactive,59.0,Wikwemikong Unceded,3551043.0,45.80266553,-81.72321194
WILDWOOD CARE CENTRE,100 Ann Street P.O. Box 2200,South West,For-Profit,No,Yes,Yes,Yes,,St. Marys, N4X1A1,25.0,10.0,6.0,4.0,1.0,1.0,14.0,6.0,4.0,2.0,,,wildwood care centre,,,,,60.0,St. Marys,3531016.0,43.26076283,-81.15463991
WILKES TERRACE,20B Cartier Road,North West,Non-Profit,No,Yes,Yes,Yes,,Terrace Bay, P0T2W0,9.0,5.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,,wilkes terrace,,,,,22.0,Terrace Bay,3558054.0,48.78045446,-87.10460125
"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY",75 Fifth Avenue,North West,Non-Profit,No,Yes,No,Yes,,Sioux Lookout, P8T1K9,12.0,8.0,3.0,1.0,,,3.0,3.0,2.0,2.0,1.0,,william a. 'bill' george extended care facility,,,,,20.0,Sioux Lookout,3560034.0,50.10591688,-91.91875908
WINBOURNE PARK,1020 Westney Road North,Central East,For-Profit,Yes,Yes,Yes,Yes,,Ajax, L1T4K6,44.0,26.0,8.0,21.0,10.0,5.0,15.0,10.0,2.0,3.0,2.0,,winbourne park,,0,,Inactive,110.0,Ajax,3518005.0,43.87711914,-79.0444691
WOODBRIDGE VISTA CARE COMMUNITY,5400 Steeles Avenue West,Central West,For-Profit,No,Yes,Yes,Yes,,Woodbridge, L4L9S1,56.0,23.0,15.0,28.0,9.0,6.0,22.0,11.0,8.0,8.0,6.0,3.0,woodbridge vista care community,72,6,20,Active,224.0,Vaughan,3519028.0,43.75961009,-79.59777826
WOODHALL PARK CARE COMMUNITY,10260 Kennedy Road North,Central West,For-Profit,No,Yes,Yes,Yes,,Brampton, L6Z4N7,38.0,16.0,7.0,16.0,5.0,2.0,13.0,5.0,4.0,6.0,4.0,2.0,woodhall park care community,,,,,147.0,Brampton,3521010.0,43.72036028,-79.78370712
WOODINGFORD LODGE - INGERSOLL,325 Thames Street South,South West,Municipal,No,Yes,No,No,,Ingersoll, N5C2T8,20.0,11.0,9.0,5.0,2.0,2.0,9.0,5.0,5.0,3.0,3.0,2.0,woodingford lodge - ingersoll,,,,,34.0,Ingersoll,3532018.0,43.03178131,-80.8764522
WOODINGFORD LODGE - TILLSONBURG,52 Venison Street West,South West,Municipal,Yes,Yes,Yes,No,,Tillsonburg, N4G1V1,19.0,10.0,7.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,woodingford lodge - tillsonburg,,,,,34.0,Tillsonburg,3532004.0,42.86207678,-80.73465634
WOODINGFORD LODGE - WOODSTOCK,300 Juliana Drive,South West,Municipal,Yes,Yes,No,No,,Woodstock, N4V0A1,38.0,18.0,12.0,13.0,4.0,3.0,17.0,10.0,8.0,2.0,,,woodingford lodge - woodstock,,,,,160.0,Woodstock,3532042.0,43.10811442,-80.75668277
WOODLAND VILLA,30 Milles Roches Road R. R. #1,Champlain,For-Profit,No,Yes,Yes,Yes,,Long Sault, K0C1P0,44.0,22.0,6.0,19.0,8.0,3.0,11.0,5.0,1.0,8.0,5.0,,woodland villa,,0,,Inactive,111.0,South Stormont,3501011.0,45.03376712,-74.88721694
WOODS PARK CARE CENTRE,110 Lillian Crescent,North Simcoe Muskoka,For-Profit,Yes,Yes,Yes,Yes,,Barrie, L4N5H7,31.0,16.0,8.0,14.0,6.0,2.0,7.0,3.0,3.0,5.0,4.0,1.0,woods park care centre,,0,,Inactive,123.0,Barrie,3543042.0,44.4026669,-79.71672256
WYNDHAM MANOR LONG TERM CARE CENTRE,291 Reynolds Street,Mississauga Halton,Non-Profit,No,Yes,Yes,Yes,,Oakville, L6J3L5,35.0,9.0,7.0,12.0,2.0,2.0,12.0,3.0,3.0,8.0,2.0,2.0,wyndham manor long term care centre,<5,0,<5,Active,128.0,Oakville,3524001.0,43.45245024,-79.67269066
YEE HONG CENTRE - MARKHAM,2780 Bur Oak Avenue,Central,Non-Profit,Yes,Yes,Yes,Yes,,Markham, L6B1C9,12.0,8.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,yee hong centre - markham,,0,,Inactive,200.0,Markham,3519036.0,43.89427733,-79.23115846
YEE HONG CENTRE - MISSISSAUGA,5510 Mavis Road,Mississauga Halton,Non-Profit,Yes,Yes,Yes,Yes,,Mississauga, L5V2X5,23.0,14.0,7.0,10.0,4.0,3.0,7.0,4.0,3.0,2.0,2.0,1.0,yee hong centre - mississauga,,0,,Inactive,200.0,Mississauga,3521005.0,43.60476896,-79.68690548
YEE HONG CENTRE - SCARBOROUGH FINCH,60 Scottfield Drive,Central East,Non-Profit,Yes,Yes,Yes,Yes,,Scarborough, M1S5T7,16.0,10.0,7.0,4.0,3.0,3.0,8.0,4.0,4.0,1.0,1.0,1.0,yee hong centre - scarborough finch,,0,,Inactive,250.0,Toronto,3520005.0,43.80871682,-79.25466546
YEE HONG CENTRE - SCARBOROUGH MCNICOLL,2311 McNicoll Avenue,Central East,Non-Profit,Yes,Yes,Yes,Yes,,Scarborough, M1V5L3,15.0,8.0,3.0,5.0,3.0,1.0,3.0,1.0,,3.0,,,yee hong centre - scarborough mcnicoll,,0,,Inactive,155.0,Toronto,3520005.0,43.81423242,-79.29021727
YORK REGION MAPLE HEALTH CENTRE,10424 Keele Street,Central,Municipal,Yes,Yes,Yes,Yes,,Maple, L6A2L1,25.0,18.0,10.0,10.0,6.0,2.0,5.0,3.0,3.0,6.0,5.0,3.0,york region maple health centre,,,,,100.0,Vaughan,3519028.0,43.86500652,-79.51564435
YORK REGION NEWMARKET HEALTH CENTRE,194 Eagle Street,Central,Municipal,Yes,Yes,Yes,Yes,,Newmarket, L3Y1J6,26.0,16.0,8.0,10.0,5.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0,york region newmarket health centre,,,,,132.0,Newmarket,3519048.0,44.04550395,-79.46877495
