Antipsychotic Medication Use (%)‡*,Depression (%)*,Falls (%)‡*,Home Name,Pain (%)*,Physical Restraints Use (%)‡*,Placements for referrals from all prior locations (days)◊α,Placements for referrals from community (days)◊α,Placements for referrals from hospital (days)◊α,Pressure Ulcers (%)‡*,cleaned_home_name,index,matched,name1,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,city,postal_code_x,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
3.9,15.6,11.6,St. Clair O'Connor Community Inc. - St. Clair O'connor Community Nursing Home,29.7,6.2,151,151,LV,1.7,st. clair o'connor community inc. - st. clair o'connor community nursing home,529.0,True,st. clair o'connor community nursing home,2701 St Clair Avenue East,Toronto Central,Non-Profit,No,Yes,Yes,Yes,East York, M4B3M3,9.0,6.0,1.0,1.0,,,2.0,2.0,1.0,,,,st. clair o'connor community nursing home,,8,,Inactive,Toronto,3520005.0,43.7056131,-79.31276747,25.0
25.3,18.3,13.3,St. Demetrius Development - Ukrainian Canadian Care Centre,0.2,4.1,255,234,LV,2,st. demetrius development - ukrainian canadian care centre,530.0,True,ukrainian canadian care centre,60 Richview Road,Central,Non-Profit,No,Yes,Yes,Yes,Etobicoke, M9A5E4,15.0,10.0,7.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,ukrainian canadian care centre,20,<5,<5,Active,Toronto,3520005.0,43.68434358,-79.51869943,152.0
13.4,19.4,15.1,St. Joseph's Care Group - Bethammi Nursing Home,9,12.6,224,256,LV,3.7,st. joseph's care group - bethammi nursing home,531.0,True,bethammi nursing home,63 Carrie Street,North West,Non-Profit,No,Yes,Yes,Yes,Thunder Bay, P7A4J2,35.0,29.0,19.0,7.0,5.0,3.0,10.0,7.0,5.0,16.0,15.0,10.0,bethammi nursing home,,,,,Thunder Bay,3558004.0,48.44135877,-89.24131667,110.0
19.6,25.1,19.9,St. Joseph's Care Group - Hogarth Riverview Manor,4.8,19.8,226,259,176,4.7,st. joseph's care group - hogarth riverview manor,532.0,True,hogarth riverview manor,300 Lillie Street,North West,Non-Profit,No,Yes,Yes,Yes,Thunder Bay, P7C4Y7,84.0,62.0,33.0,32.0,24.0,13.0,23.0,17.0,12.0,41.0,34.0,14.0,hogarth riverview manor,,0,,Inactive,Thunder Bay,3558004.0,48.38712316,-89.27025117,543.0
19.5,18.8,12.4,St. Joseph's General Hospital Elliot Lake - St. Joseph's Manor,10.7,14.9,156,144,293,1.3,st. joseph's general hospital elliot lake - st. joseph's manor,533.0,True,st. joseph's manor,70 Spine Road,North East,Non-Profit,Yes,Yes,Yes,Yes,Elliot Lake, P5A1X2,39.0,22.0,10.0,13.0,5.0,2.0,9.0,7.0,4.0,15.0,8.0,2.0,st. joseph's manor,,,,,Elliot Lake,3557041.0,46.38484207,-82.66092821,64.0
17.7,31.6,16.9,"St. Joseph's Health Care, London - Mount Hope Centre For LTC - St. Mary's",11.2,5.8,91,91,76,3.8,"st. joseph's health care, london - mount hope centre for long term care - st. mary's",534.0,False,mount hope centre for long term care,21 Grosvenor Street P.O. Box 5777,South West,Non-Profit,Yes,Yes,Yes,Yes,London, N6A1Y6,87.0,44.0,15.0,39.0,15.0,1.0,34.0,21.0,11.0,19.0,12.0,4.0,mount hope centre for long term care,,0,,Inactive,London,3539036.0,42.99894988,-81.25634222,394.0
20.2,36.3,18.6,St. Joseph's Health Centre - St. Gabriel's Villa Of Sudbury,6.7,6.8,49,58,LV,6,st. joseph's health centre - st. gabriel's villa of sudbury,535.0,True,st. gabriel's villa of sudbury,4690 Municipal Road 15,North East,Non-Profit,No,Yes,Yes,Yes,Chelmsford, P0M1L0,73.0,50.0,28.0,22.0,14.0,8.0,21.0,16.0,12.0,29.0,21.0,8.0,st. gabriel's villa of sudbury,,0,,Inactive,Greater Sudbury / Grand Sudbury,3553005.0,46.57582100000001,-81.183418,128.0
16,29.6,24.6,"St. Joseph's Health Centre - St. Joseph's Villa, Sudbury",2.4,11.9,109.5,82,397,5.1,"st. joseph's health centre - st. joseph's villa, sudbury",536.0,True,"st. joseph's villa, sudbury",1250 South Bay Road,North East,Non-Profit,No,Yes,Yes,Yes,Sudbury, P3E6L9,39.0,21.0,10.0,14.0,6.0,2.0,11.0,9.0,6.0,10.0,5.0,1.0,"st. joseph's villa, sudbury",,<5,,Inactive,Greater Sudbury / Grand Sudbury,3553005.0,46.46661488,-80.96677167,128.0
13.8,23.5,16.7,St. Joseph's Health System - Guelph,4.6,1.8,268.5,247,LV,2.2,st. joseph's health system - guelph,537.0,False,st. joseph's health centre - guelph,100 Westmount Road,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Guelph, N1H5H8,42.0,19.0,3.0,15.0,9.0,2.0,15.0,2.0,,8.0,6.0,1.0,st. joseph's health centre - guelph,,,,,Guelph,3523008.0,43.549994,-80.272024,240.0
22.4,39.8,22.1,St. Joseph's Health System - St. Joseph's Lifecare Centre,1.5,4.8,254,261,LV,4.3,st. joseph's health system - st. joseph's lifecare centre,538.0,True,st. joseph's lifecare centre,99 Wayne Gretzky Parkway,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Brantford, N3S6T6,30.0,18.0,15.0,10.0,5.0,5.0,11.0,6.0,5.0,5.0,5.0,3.0,st. joseph's lifecare centre,,0,,Inactive,Brantford,3529006.0,43.14553416,-80.23530631,205.0
21.7,13.2,19.6,"St. Joseph's Health System - St. Joseph's Villa, Dundas",2.1,4.1,83,83,65,2.5,"st. joseph's health system - st. joseph's villa, dundas",539.0,False,st. joseph's villa (dundas),56 Governor's Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,Yes,Dundas, L9H5G7,100.0,37.0,15.0,51.0,17.0,6.0,24.0,8.0,5.0,33.0,15.0,6.0,st. joseph's villa (dundas),,0,,Inactive,Hamilton,3525005.0,43.26175889,-79.95770113,425.0
16.8,23,22.6,St. Patrick's Home Of Ottawa Inc. - St. Patrick's Home,3.8,7.9,942,873,LV,4.1,st. patrick's home of ottawa inc. - st. patrick's home,540.0,True,st. patrick's home,2865 Riverside Drive,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1V8N5,86.0,47.0,24.0,44.0,19.0,11.0,26.0,20.0,10.0,9.0,6.0,3.0,st. patrick's home,<5,<5,<5,Active,Ottawa,3506008.0,45.36947155,-75.68903093,288.0
25.7,20.3,21.1,St. Peter's Care Centres - St. Peter's Residence At Chedoke,6.4,0.1,71,54,154.5,4.2,st. peter's care centres - st. peter's residence at chedoke,541.0,True,st. peter's residence at chedoke,125 Redfern Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Hamilton, L9C7W9,37.0,17.0,10.0,17.0,3.0,3.0,13.0,8.0,5.0,8.0,4.0,1.0,st. peter's residence at chedoke,,,,,Hamilton,3525005.0,43.24048479,-79.92012482,210.0
14.3,34.7,17.7,Sunnycrest Nursing Homes Limited - Sunnycrest Nursing Home,18.2,6.8,300,314.5,168.5,2.8,sunnycrest nursing homes limited - sunnycrest nursing home,542.0,True,sunnycrest nursing home,1635 Dundas Street East,Central East,For-Profit,No,Yes,Yes,Yes,Whitby, L1N2K9,57.0,21.0,6.0,25.0,9.0,3.0,16.0,8.0,2.0,13.0,3.0,2.0,sunnycrest nursing home,,0,,Inactive,Whitby,3518009.0,43.88695065,-78.90906825,136.0
10.8,34.3,18.4,Taminagi Inc. - Sarsfield Colonial Home,0.6,31.9,76.5,58,98,3.5,taminagi inc. - sarsfield colonial home,543.0,True,sarsfield colonial home,2861 Colonial Road P.O. Box 130,Champlain,For-Profit,No,Yes,Yes,Yes,Sarsfield, K0A3E0,62.0,42.0,12.0,27.0,14.0,2.0,13.0,8.0,4.0,18.0,16.0,4.0,sarsfield colonial home,,,,,Ottawa,3506008.0,45.440588,-75.347066,46.0
21.9,43,20.4,The Arnprior & District Memorial Hospital - The Grove,7.6,2.4,461,451.5,LV,4.1,the arnprior & district memorial hospital - the grove,544.0,False,"the grove, arnprior and district nursing home",275 Ida Street North,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Arnprior, K7S3M7,18.0,11.0,5.0,1.0,,,10.0,5.0,2.0,3.0,3.0,2.0,"the grove, arnprior and district nursing home",,,,,Arnprior,3547002.0,45.43909913,-76.36088256,61.0
8.5,11.7,14.7,The Central Canadian District Of The Christian - Cama Woodlands Nursing Home,3.8,6.3,139,139,LV,3.1,the central canadian district of the christian - cama woodlands nursing home,545.0,True,cama woodlands nursing home,159 Panin Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Burlington, L7P5A6,16.0,10.0,2.0,1.0,1.0,,4.0,3.0,1.0,5.0,4.0,1.0,cama woodlands nursing home,,,,,Burlington,3524002.0,43.3099325,-79.86719201,134.0
29.1,31.6,16.6,"The Corporation of Haldimand County - Grandview Lodge, Dunnville",6.9,4.5,370,388,348.5,2.4,"the corporation of haldimand county - grandview lodge, dunnville",546.0,False,grandview lodge / dunnville,657 Lock Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Dunnville, N1A1V9,37.0,17.0,7.0,16.0,8.0,4.0,12.0,4.0,1.0,9.0,5.0,,grandview lodge / dunnville,,,,,Haldimand County,3528018.0,42.90834644,-79.63401540000002,128.0
22.6,30.4,18.2,The Corporation of Haldimand County - John Noble Home,4.4,2.1,141,138,LV,3.2,the corporation of haldimand county - john noble home,547.0,True,john noble home,97 Mount Pleasant Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Brantford, N3T1T5,25.0,9.0,4.0,7.0,3.0,2.0,10.0,3.0,2.0,2.0,2.0,1.0,john noble home,,,,,Brantford,3529006.0,43.12596315,-80.27606552,156.0
22.3,41.7,20.4,The Corporation of Norfolk County - Norview Lodge,14.4,2.8,158.5,82,180,5.2,the corporation of norfolk county - norview lodge,548.0,True,norview lodge,44 Rob Blake Way,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes,Simcoe, N3Y0E3,24.0,14.0,5.0,6.0,1.0,,10.0,6.0,3.0,4.0,4.0,1.0,norview lodge,0,0,<5,Active,Norfolk County,3528052.0,42.8372838,-80.33304111,179.0
18.9,25.4,15.8,The County of Grey - Grey Gables Home For The Aged,2.5,0,280,268,LV,2.6,the county of grey - grey gables home for the aged,549.0,True,grey gables home for the aged,206 Toronto Street South,South West,Municipal,No,Yes,Yes,No,Markdale, N0C1H0,40.0,19.0,8.0,10.0,6.0,2.0,20.0,5.0,1.0,8.0,6.0,4.0,grey gables home for the aged,,,,,Grey Highlands,3542015.0,44.31396564,-80.64029685,66.0
19.8,27.9,12,The County of Grey - Lee Manor Home,2.5,2.4,120,120,LV,1.3,the county of grey - lee manor home,550.0,True,lee manor home,875 Sixth Street East,South West,Municipal,No,Yes,Yes,No,Owen Sound, N4K5W5,36.0,16.0,10.0,15.0,5.0,4.0,15.0,6.0,4.0,2.0,2.0,2.0,lee manor home,,,,,Owen Sound,3542059.0,44.56074357,-80.92749966,150.0
7.3,23.6,14.2,The County of Grey - Rockwood Terrace Home For The Aged,0.4,1.9,76.5,76.5,56.5,5,the county of grey - rockwood terrace home for the aged,551.0,True,rockwood terrace home for the aged,575 Saddler Street East P. O. Box 660,South West,Municipal,No,Yes,Yes,No,Durham, N0G1R0,28.0,10.0,5.0,5.0,1.0,1.0,16.0,4.0,3.0,3.0,3.0,,rockwood terrace home for the aged,,,,,West Grey,3542004.0,44.17446891,-80.80961509,100.0
17.8,31.7,16.4,The County of SImcoe - Georgian Manor Home For The Aged,6,0.9,294,329,LV,2.4,the county of simcoe - georgian manor home for the aged,552.0,True,georgian manor home for the aged,101 Thompsons Road,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Penetanguishene, L9M0V3,22.0,16.0,6.0,7.0,6.0,1.0,7.0,3.0,3.0,2.0,2.0,,georgian manor home for the aged,,,,,Penetanguishene,3543072.0,44.76796585,-79.91976266,143.0
7.7,34.7,18.6,The County of SImcoe - Simcoe Manor Home For The Aged,7,2.6,416,422,LV,2.5,the county of simcoe - simcoe manor home for the aged,553.0,True,simcoe manor home for the aged,5988 - 8TH LINE Main Street East,Central,Municipal,Yes,Yes,Yes,Yes,Beeton, L0G1A0,27.0,10.0,6.0,9.0,2.0,1.0,7.0,3.0,3.0,7.0,2.0,2.0,simcoe manor home for the aged,,,,,New Tecumseth,3543007.0,44.08139484,-79.77752875,126.0
22,30.2,18.8,The County of SImcoe - Sunset Manor Home For Senior Citizens,6.5,2.3,281,293.5,LV,3.6,the county of simcoe - sunset manor home for senior citizens,554.0,True,sunset manor home for senior citizens,49 Raglan Street,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Collingwood, L9Y4X1,30.0,20.0,14.0,9.0,5.0,5.0,11.0,5.0,4.0,10.0,9.0,7.0,sunset manor home for senior citizens,,,,,Collingwood,3543031.0,44.50191069,-80.20123672,150.0
28.5,34.5,18.8,The County of SImcoe - Trillium Manor Home For The Aged,15.9,2.9,269,290.5,LV,3,the county of simcoe - trillium manor home for the aged,555.0,True,trillium manor home for the aged,12 Grace Avenue,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Orillia, L3V2K2,23.0,13.0,5.0,10.0,5.0,2.0,7.0,4.0,2.0,3.0,1.0,,trillium manor home for the aged,,,,,Orillia,3543052.0,44.62900615,-79.42526219,122.0
12.6,29.6,19.8,The Elliott Group - The Elliott Community,12.6,0.2,245,199.5,LV,1.2,the elliott group - the elliott community,556.0,False,the elliott long term care residence,170 Metcalfe Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Guelph, N1E4Y3,24.0,11.0,4.0,7.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,,the elliott long term care residence,,,,,Guelph,3523008.0,43.55803773,-80.25130495,85.0
21.2,31.3,15.7,The Glebe Centre Inc. - Glebe Centre,5,3.7,511,632,392.5,1.8,the glebe centre inc. - glebe centre,557.0,True,glebe centre,950 Bank Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K1S5G6,44.0,29.0,20.0,20.0,12.0,11.0,16.0,10.0,6.0,5.0,5.0,4.0,glebe centre,,,,,Ottawa,3506008.0,45.39876525,-75.68635693,254.0
16.2,2.2,16.7,The Governing Council of the Salvation Army - Isabel And Arthur Meighen Manor,6.8,0,452,452,LV,2,the governing council of the salvation army - isabel and arthur meighen manor,558.0,True,isabel and arthur meighen manor,155 Millwood Road,Toronto Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M4S1J6,35.0,17.0,8.0,20.0,5.0,3.0,7.0,5.0,3.0,6.0,5.0,3.0,isabel and arthur meighen manor,6,47,31,Active,Toronto,3520005.0,43.70000099,-79.39254279,168.0
24.3,29.9,18.2,The Governing Council of the Salvation Army - The Salvation Army Ottawa Grace Manor,2.7,14,808,816,LV,3,the governing council of the salvation army - the salvation army ottawa grace manor,559.0,True,the salvation army ottawa grace manor,1156 Wellington Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K1Y2Z3,63.0,36.0,15.0,34.0,19.0,6.0,18.0,9.0,6.0,4.0,3.0,1.0,the salvation army ottawa grace manor,,,,,Ottawa,3506008.0,45.40088385,-75.72755805,128.0
13.8,30,15.3,The Governing Council Of The Salvation Army In Canada - R. H. Lawson Eventide Home,5.9,14.2,209,205.5,NR,3.9,the governing council of the salvation army in canada - r. h. lawson eventide home,560.0,True,r. h. lawson eventide home,5050 Jepson Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Yes,Yes,Yes,No,Niagara Falls, L2E1K5,18.0,11.0,5.0,4.0,3.0,2.0,5.0,3.0,2.0,6.0,3.0,1.0,r. h. lawson eventide home,,,,,Niagara Falls,3526043.0,43.0997467,-79.07748394,101.0
21,13.5,14.9,The Kensington Health Centre - The Kensington Gardens,1.2,1.3,602,577,LV,2.1,the kensington health centre - the kensington gardens,561.0,True,the kensington gardens,25 Brunswick Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M5S2L9,39.0,19.0,10.0,20.0,7.0,4.0,10.0,6.0,4.0,8.0,5.0,2.0,the kensington gardens,,8,,Inactive,Toronto,3520005.0,43.65819899,-79.40343829,350.0
8.1,10.4,7.4,The Lady Minto Hospital at Cochrane - Villa Minto,12.7,26.6,214,316,112,5.6,the lady minto hospital at cochrane - villa minto,562.0,True,villa minto,241 Eighth Street P.O. Box 280,North East,Non-Profit,No,Yes,Yes,Yes,Cochrane, P0L1C0,22.0,14.0,4.0,5.0,1.0,,7.0,5.0,2.0,9.0,6.0,1.0,villa minto,,,,,Cochrane,3556042.0,49.06971147,-81.0205333,33.0
25,24.2,19.6,The Leamington United Mennonite Home and Apartments - Leamington Mennonite Home LTC Residence,1.5,0.7,50,50,NR,0.9,the leamington united mennonite home and apartments - leamington mennonite home long term care residence,563.0,True,leamington mennonite home long term care residence,35 Pickwick Drive,Erie St. Clair,Non-Profit,No,Yes,Yes,No,Leamington, N8H4T5,20.0,13.0,6.0,6.0,3.0,1.0,5.0,5.0,3.0,1.0,1.0,,leamington mennonite home long term care residence,,0,,Inactive,Leamington,3537003.0,42.04374165,-82.59059485,84.0
12.9,10.2,19.3,The Mennonite Home Association As York County - Parkview Home LTC,16.7,0,440.5,316,LV,1.5,the mennonite home association as york county - parkview home long term care,564.0,False,parkview home long-term care,123 Weldon Road,Central,Non-Profit,No,Yes,Yes,Yes,Stouffville, L4A0G8,17.0,10.0,5.0,4.0,2.0,2.0,6.0,3.0,3.0,3.0,2.0,,parkview home long-term care,,,,,Whitchurch-Stouffville,3519044.0,43.96541475,-79.25898437,128.0
33.3,16.6,20.4,The Meno Ya Win Health Centre - William A. Bill George Extended Care Facility,6,6.7,687,LV,LV,0,the meno ya win health centre - william a. bill george extended care facility,565.0,False,william a. 'bill' george extended care facility,75 Fifth Avenue,North West,Non-Profit,No,Yes,No,Yes,Sioux Lookout, P8T1K9,12.0,8.0,3.0,1.0,,,3.0,3.0,2.0,2.0,1.0,,william a. 'bill' george extended care facility,,,,,Sioux Lookout,3560034.0,50.10591688,-91.91875908,20.0
18.8,42.9,9.6,The Ontario Finnish Resthome Association - Mauno Kaihla Koti,12.1,17.3,75,75,275,3.2,the ontario finnish resthome association - mauno kaihla koti,566.0,True,mauno kaihla koti,723 North Street,North East,Non-Profit,Yes,Yes,Yes,No,Sault Ste Marie, P6B6G8,20.0,12.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,,mauno kaihla koti,,,,,Sault Ste. Marie,3557061.0,46.5396691,-84.33693736,63.0
7.9,16.2,28.9,The Ontario Mission of the Deaf - Bob Rumball Home For The Deaf,6,5.7,185,185,NR,3,the ontario mission of the deaf - bob rumball home for the deaf,567.0,True,bob rumball home for the deaf,1 Royal Parkside Drive,North Simcoe Muskoka,Non-Profit,No,Yes,Yes,No,Barrie, L4M0C4,35.0,17.0,7.0,12.0,5.0,,8.0,5.0,3.0,15.0,9.0,3.0,bob rumball home for the deaf,,,,,Barrie,3543042.0,44.3641363,-79.62310322,64.0
5.3,15.8,15.9,The Ottawa Jewish Home for the Aged - Hillel Lodge (The Bess And Moe Greenberg Family),0.7,10,146,146,131,2.5,the ottawa jewish home for the aged - hillel lodge (the bess and moe greenberg family),568.0,False,hillel lodge,10 Nadolny Sachs Private,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K2A4G7,49.0,33.0,17.0,27.0,18.0,12.0,12.0,9.0,5.0,7.0,5.0,2.0,hillel lodge,,,,,Ottawa,3506008.0,45.37622944,-75.75281145,121.0
16,12.5,12.3,The Regional Municipality of Halton - Allendale,1.1,2.7,280,269,LV,1,the regional municipality of halton - allendale,569.0,True,allendale,185 Ontario Street South,Mississauga Halton,Municipal,No,Yes,Yes,Yes,Milton, L9T2M4,39.0,21.0,16.0,16.0,9.0,6.0,14.0,6.0,6.0,11.0,7.0,6.0,allendale,,0,,Inactive,Milton,3524009.0,43.51655054,-79.87240973,200.0
12.4,15.5,14.9,The Regional Municipality of Halton - Creek Way Village,5.2,1.8,164.5,164.5,LV,0.4,the regional municipality of halton - creek way village,570.0,True,creek way village,5200 Corporate Drive,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Burlington, L7L7G7,30.0,15.0,7.0,13.0,5.0,3.0,11.0,5.0,3.0,8.0,6.0,3.0,creek way village,<5,0,<5,Active,Burlington,3524002.0,43.39302822,-79.77985319,144.0
8.3,18.1,12.8,The Regional Municipality of Halton - Post Inn Village,1.7,0.1,136,114.5,LV,0.6,the regional municipality of halton - post inn village,571.0,True,post inn village,203 Georgian Drive,Mississauga Halton,Municipal,Yes,Yes,Yes,Yes,Oakville, L6H7H9,35.0,11.0,5.0,20.0,3.0,1.0,9.0,4.0,3.0,2.0,1.0,,post inn village,0,0,<5,Active,Oakville,3524001.0,43.48026034,-79.71675247,228.0
13.6,21.4,20.5,The Regional Municipality of Niagara - Deer Park Villa,10.9,7.4,LV,LV,LV,7.1,the regional municipality of niagara - deer park villa,572.0,True,deer park villa,150 Central Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,No,Yes,Grimsby, L3M4Z3,15.0,9.0,5.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,deer park villa,,,,,Grimsby,3526065.0,43.1895365,-79.54142639,39.0
28.8,33.6,22.5,The Regional Municipality of Niagara - Douglas H. Rapelje Lodge,2.3,2.2,147.5,139,LV,3,the regional municipality of niagara - douglas h. rapelje lodge,573.0,True,douglas h. rapelje lodge,277 Plymouth Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes,Welland, L3B6E3,33.0,11.0,8.0,15.0,5.0,5.0,12.0,3.0,2.0,4.0,1.0,,douglas h. rapelje lodge,,0,,Inactive,Welland,3526032.0,42.97774267,-79.24618498,120.0
19.7,33.1,17.5,The Regional Municipality of Niagara - Gilmore Lodge,2.4,6.2,90,131,53.5,3.6,the regional municipality of niagara - gilmore lodge,574.0,True,gilmore lodge,50 Gilmore Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Fort Erie, L2A2M1,17.0,9.0,3.0,6.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,,gilmore lodge,,,,,Fort Erie,3526003.0,42.92080238,-78.91490397,80.0
23.2,34.3,18.9,The Regional Municipality of Niagara - Linhaven,2.2,5.9,135,90,186.5,3.1,the regional municipality of niagara - linhaven,575.0,True,linhaven,403 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes,St. Catharines, L2N1L5,56.0,21.0,12.0,22.0,6.0,3.0,21.0,11.0,7.0,10.0,5.0,3.0,linhaven,,,,,St. Catharines,3526053.0,43.18351721,-79.26633031,248.0
23,30.7,15.7,The Regional Municipality of Niagara - Northland Pointe,3.9,4.3,90,99,LV,4.1,the regional municipality of niagara - northland pointe,576.0,True,northland pointe,2 Fielden Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,No,Yes,Port Colborne, L3K6G4,31.0,12.0,8.0,12.0,2.0,2.0,10.0,5.0,4.0,8.0,1.0,1.0,northland pointe,,,,,Port Colborne,3526011.0,42.8807752,-79.25766920000002,151.0
15.9,32.4,14.2,The Regional Municipality of Niagara - The Meadows Of Dorchester,5.3,17.7,95,105,LV,2.5,the regional municipality of niagara - the meadows of dorchester,577.0,True,the meadows of dorchester,6623 Kalar Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Niagara Falls, L2H2T3,19.0,11.0,5.0,7.0,4.0,3.0,7.0,4.0,2.0,1.0,1.0,,the meadows of dorchester,,,,,Niagara Falls,3526043.0,43.07925789,-79.13696046,121.0
18.2,34.5,18.2,The Regional Municipality of Niagara - The Woodlands Of Sunset,2.1,6.1,213,185.5,LV,3.8,the regional municipality of niagara - the woodlands of sunset,578.0,True,the woodlands of sunset,920 Pelham Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Welland, L3C1Y5,20.0,11.0,5.0,4.0,3.0,1.0,8.0,4.0,3.0,4.0,2.0,,the woodlands of sunset,,0,,Inactive,Pelham,3526028.0,43.01741988,-79.28534590000002,121.0
24.8,36.4,17.3,The Regional Municipality of Niagara - Upper Canada Lodge,4.9,9.3,194,166,NR,2.4,the regional municipality of niagara - upper canada lodge,579.0,True,upper canada lodge,272 Wellington Street P. O. Box 1390,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Niagara-On-The-Lake, L0S1J0,24.0,11.0,7.0,8.0,3.0,2.0,6.0,2.0,2.0,6.0,2.0,2.0,upper canada lodge,,,,,Niagara-on-the-Lake,3526047.0,43.25020429999999,-79.0694642,80.0
